cell_id,scale,selection_replicate,sample_family,family_replicate,selection_role,nested_chain_id,nested_parent_cell_id,candidate_rank,candidate_seed,relative_path,instance_file_sha256,duties_json,duty_set_sha256,target_fleet,known_partition_continuous_physical_upper_bound,known_duty_certificate_set_sha256,trip_count,peak_concurrency_lb,direct_compatibility_density,service_kwh_total,service_kwh_per_duty,duty_trip_count_max,duty_trip_count_cv,scheduled_intertrip_gap_median_min,service_span_min
k13_p3,13,3,probability,3,fixed_seed_probability_3,nested_probability_3,k12_p3,3,20260904003,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k13_p03_20260904.csv,23ea33b676cfbdcdd4f9f652106081ad60c87ba346a069110af7b007fbbf74b2,"[""13301"",""13304"",""13307"",""13309"",""13316uwt"",""13318"",""13321"",""13323"",""13324t"",""13403"",""13411"",""13413"",""13414""]",ebfa43ee0763036541be92f7832dddfb49e502439b54ae4f61ef826e3538e908,13,True,04085aab668f0cc31416ce9066a62067171312cb97295a9df4d465609c107b41,267,13,0.054630959421,5876.73596195,452.056612458,37,0.438250261,6.0,1257
k13_p4,13,4,probability,4,fixed_seed_probability_4,nested_probability_4,k12_p4,4,20260904004,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k13_p04_20260904.csv,db2e9b7d742e42085640cc41c4dc2f5f20b14c594d1bf5ef3a6d589e7840524f,"[""13306"",""13307"",""13310"",""13311"",""13312"",""13313"",""13321"",""13322"",""13401"",""13404"",""13406"",""13410"",""13414""]",6820ba49fc6d2f7562690725490e51a4340dede412037bf9ef2e303221fa8a31,13,True,fd6fdd1ab27ed567a7440d0e4d07b0cca7a756b13eaa64073b7e90184cb7834a,284,13,0.054820086597,6520.20494478,501.554226522,46,0.463987786,5.0,1286
k13_p5,13,5,probability,5,fixed_seed_probability_5,nested_probability_5,k12_p5,5,20260904005,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k13_p05_20260904.csv,84499a0fdb9ba91d6fc5aab28dda6d361552386f3213e5deff276d84958df5c4,"[""13312"",""13316uwt"",""13317"",""13319"",""13320"",""13322"",""13402"",""13404"",""13407"",""13408"",""13410"",""13411"",""13413""]",d2bae7b1549f10b418da841c97f14da20201d58f299acf77f2a272969ea40e51,13,True,5516d8e40af6badb7cd22e2db8c71fb8e8320cfb513cb870dab9b69cedbb1c46,279,13,0.044042185606,7241.98595259,557.075842507,46,0.453826288,7.0,1283
k13_p6,13,6,probability,6,fixed_seed_probability_6,nested_probability_6,k12_p6,6,20260904006,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k13_p06_20260904.csv,2cad8983d65c0736155123b2b5e091dab66f9886a1a8aad574fbef3602d73a9d,"[""13302"",""13303"",""13307"",""13309"",""13310"",""13311"",""13312"",""13320"",""13324t"",""13401"",""13407"",""13408"",""13409""]",fa6a4d1fa298100b7d2fe23ecb9a1c292c4b7893ad217e1bbec23a00d8579f96,13,True,7b4f1080a2ddfe1c696a02d7704a1225c6fc3163475dbfacd8f0a010c5e6ffbf,316,13,0.059413301185,6514.82394373,501.140303364,54,0.598862619,3.0,1278
k13_xgap,13,7,structural,4,tight_gap,,,178,2026090413,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k13_xgap_20260904.csv,48a8c209ee3ef1ca6391ce08b6cc41310707fb31593ac97e455330b5ff63836c,"[""13301"",""13302"",""13304"",""13307"",""13312"",""13315"",""13316uwt"",""13317"",""13318"",""13319"",""13324t"",""13326"",""13401""]",5fa44fa122206c8e1c5261ca709fd2a0a52fc26d6beb2efd7bb1c9f71e2f40ba,13,True,25265bd808e4749449b2427482ae1d7492ab6f98cef413e0961125aa50901777,384,13,0.071774369017,6420.27195273,493.867073287,50,0.382697332,2.0,1278
k13_xenergy,13,8,structural,3,energy_heavy,,,199,2026090413,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k13_xenergy_20260904.csv,aa8daf4880c675904370054bb25ce19eb511d257add51990ce6a7338f0645ad1,"[""13301"",""13302"",""13303"",""13304"",""13306"",""13318"",""13322"",""13325"",""13401"",""13402"",""13407"",""13409"",""13411""]",92848635a793ab2a2b344bda7eefbf640767eb0191204cc85f058265ae4f1f64,13,True,58f65bcbcb2997802182354083a8133efa8dee282751bcc36cd11dc9da734d04,385,13,0.052516233766,7952.48194358,611.729380275,54,0.450602565,3.0,1278
k13_xlight,13,9,structural,1,trip_light,,,293,2026090413,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k13_xlight_20260904.csv,621beb162e89b509c802c754f1a5bf788a5ab9bd9aa40c16de5be972ea4ce116,"[""13306"",""13307"",""13309"",""13311"",""13401"",""13403"",""13406"",""13407"",""13408"",""13409"",""13410"",""13412"",""13414""]",db78774fd154d2517b58eb1100c0f864dc190d0c6b44365d74382a7f1cd2ade8,13,True,a617f5674dfdc6a6cac1ed13a49fd2d111de680ddb938b22a0283aeb23f26c51,208,13,0.048448532144,6725.3809543,517.336996485,30,0.303227828,7.0,1286
k13_xtrip,13,10,structural,2,trip_heavy,,,434,2026090413,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k13_xtrip_20260904.csv,b747bed3ead4d862aae46f62e78612c9132558a3dd4087079b791ec23b05c24c,"[""13301"",""13302"",""13303"",""13308"",""13309"",""13312"",""13313"",""13315"",""13324muw"",""13325"",""13403"",""13411"",""13414""]",7ae35fd85929c647692cd8dc5faf512ff1e183195d7ecc4182e4de53cddb6077,13,True,92593f81095efee9b2871a693fe619e34b67d7c879ea406b9eabe128af871343,406,13,0.064781365931,7479.52393846,575.347995266,54,0.445125072,3.0,1260
k14_p1,14,1,probability,1,fixed_seed_probability_1,nested_probability_1,k13_p1,1,20260904001,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k14_p01_20260904.csv,75f5d73b49599396552df68484abb8f8a52f037e4aa4be5b882749f1634a1b7d,"[""13310"",""13311"",""13312"",""13313"",""13318"",""13319"",""13324muw"",""13326"",""13402"",""13403"",""13404"",""13408"",""13409"",""13413""]",a33df99d60f3582ea316cc0ee140f8dd196721e820cdd7d2d039d11bd7334b73,14,True,537683fc4100366ab95d766300701c974311acf0dfa44d21f5581daea33513ab,310,14,0.049003027456,7541.16093728,538.654352663,46,0.443428136,7.0,1274
k14_p2,14,2,probability,2,fixed_seed_probability_2,nested_probability_2,k13_p2,2,20260904002,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k14_p02_20260904.csv,ec5d12a3640e372e15eeec11cba6c26873d4fe14f4b18586c230dbe114189a00,"[""13302"",""13303"",""13307"",""13310"",""13311"",""13312"",""13319"",""13320"",""13321"",""13324t"",""13404"",""13406"",""13411"",""13414""]",5dd83038e7f58a4fa194d7c7334152c9fbe44655eba3a810cfd468255437837c,14,True,63b7cc07b6b7d06800d905248be1abaae96bed5e49bc4da86914f0489f5a53c3,343,14,0.058121494212,6994.56694158,499.611924399,54,0.571376507,3.0,1260
k14_p3,14,3,probability,3,fixed_seed_probability_3,nested_probability_3,k13_p3,3,20260904003,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k14_p03_20260904.csv,e2674adb1bdaa6c27aaab5a3aa12ab701f92000de2ef6ffeee8cf4aea3452e4a,"[""13301"",""13304"",""13307"",""13309"",""13311"",""13316uwt"",""13318"",""13321"",""13323"",""13324t"",""13403"",""13411"",""13413"",""13414""]",8c70056cdf7d886d80e1671ff45681dc05a4c17855a3bf8a21e737c7a076c80a,14,True,633305912bbad4278dee1b8553566a46666244f166a481203438252c1e226df6,281,14,0.056888662938,6142.68395805,438.763139861,37,0.440203598,6.0,1257
k14_p4,14,4,probability,4,fixed_seed_probability_4,nested_probability_4,k13_p4,4,20260904004,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k14_p04_20260904.csv,93d38fb24919ea02967df026c60b43f0c815173ceb1c171c85211530b30ddd35,"[""13306"",""13307"",""13310"",""13311"",""13312"",""13313"",""13321"",""13322"",""13325"",""13401"",""13404"",""13406"",""13410"",""13414""]",79946d6eb4a136e6fadd32f90569823c902404108c94e29cfb83d386312a30a4,14,True,ca12cf6168cb30ef5dc71a5944bead19e40708bff6872cf45787b29ab452aa27,326,14,0.055724398301,7186.18593828,513.298995591,46,0.475014634,4.0,1286
k14_p5,14,5,probability,5,fixed_seed_probability_5,nested_probability_5,k13_p5,5,20260904005,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k14_p05_20260904.csv,c34a7115263e90c40d314f64d3e0fe4ad39561eb88fa1cd07609d154699ebcda,"[""13312"",""13314"",""13316uwt"",""13317"",""13319"",""13320"",""13322"",""13402"",""13404"",""13407"",""13408"",""13410"",""13411"",""13413""]",aa2eed48b596f5e9f482813bf8d84cb02663ebad9ca5cb0ac4613be40d015f99,14,True,c24ba1037c6b6d4dcdb056c74df00adb9c57d5dd106556dba9b174010cdf74ee,295,14,0.044828778969,7519.96095205,537.140068004,46,0.45038845,7.0,1283
k14_p6,14,6,probability,6,fixed_seed_probability_6,nested_probability_6,k13_p6,6,20260904006,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k14_p06_20260904.csv,a31c1bd84c5dfa84e66ed6b11849db87acd24a8217fe39c4b16e177105b53337,"[""13302"",""13303"",""13307"",""13308"",""13309"",""13310"",""13311"",""13312"",""13320"",""13324t"",""13401"",""13407"",""13408"",""13409""]",1002e240ec95a77d0ad66e935e2c6a652f1d9679f4b7027048fcaf9a88722767,14,True,36cd9fb3ce4b3b91c28edd255885c0630fc28fe758160ebe4678cf9592341e11,347,14,0.059819093468,7041.79294013,502.985210009,54,0.570204791,3.0,1278
k14_xlight,14,7,structural,1,trip_light,,,99,2026090414,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k14_xlight_20260904.csv,7f09c65b1b72604ed2c78bcaa0f43d44bd341ee05df10e230ced34ff82c38a38,"[""13320"",""13321"",""13323"",""13324muw"",""13325"",""13401"",""13403"",""13404"",""13405"",""13406"",""13407"",""13408"",""13409"",""13414""]",9984a121a26dee9eaa817c7c44f818c98cdcf3ecfd48fb70e0b41fec4a13b161,14,True,ddd7cfb8d7412231d77622e330973175b6b750bc61b19e849057db0cb8b24b2d,232,13,0.043327362293,7156.93995296,511.20999664,42,0.47004503,7.0,1275
k14_xgap,14,8,structural,4,tight_gap,,,331,2026090414,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k14_xgap_20260904.csv,96635df83a5c55cb341b4c8a7129e495f1f1e486fdad8c17c87a6415030d9ed0,"[""13302"",""13304"",""13305"",""13307"",""13310"",""13311"",""13313"",""13318"",""13322"",""13323"",""13324t"",""13325"",""13401"",""13403""]",139cbf1fe8aaa12fe14d484b3910cddf4917485c529027e6b6051b0392c95fa4,14,True,e3e9458469abf668271142e0466b42165f38442077a5458c6a5be1d7dc81cced,360,13,0.071680594243,6501.47393645,464.390995461,50,0.480226284,2.0,1278
k14_xtrip,14,9,structural,2,trip_heavy,,,368,2026090414,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k14_xtrip_20260904.csv,ff6b2cd1ee4f3ab3f44cc32168c2f1db8fd8fc6088961ded193f5d17ee95bf21,"[""13301"",""13302"",""13304"",""13305"",""13306"",""13310"",""13312"",""13315"",""13316m"",""13317"",""13318"",""13322"",""13410"",""13412""]",85169613a278e1ef4c1acb08387921a3abdbbba19372c1e0b5f9b91abfbc2263,14,True,b63fb7e5c253cf948cc488c9fe1287a920ca52c89a0831bfb08545aeb7cef0b3,433,14,0.068257634077,7517.88894468,536.992067477,50,0.316194875,3.0,1268
k14_xenergy,14,10,structural,3,energy_heavy,,,450,2026090414,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k14_xenergy_20260904.csv,d86677d03423acb9b2a49f5d7a212bd8fa4ce4ca0fba9e92b4c2c55d8df04e15,"[""13301"",""13302"",""13303"",""13308"",""13313"",""13318"",""13401"",""13403"",""13404"",""13405"",""13406"",""13407"",""13410"",""13412""]",658a8acc74d79b2b77ff8fc0ad69e2e9ad121f6728a5b7677406d8e4ce088c90,14,True,f30f482a54523f7edbb46607592bc47fc72cfcf0ad6a980d47a888b6fce1f788,358,14,0.044348465643,8746.55693364,624.754066689,54,0.544026236,7.0,1286
k15_p1,15,1,probability,1,fixed_seed_probability_1,nested_probability_1,k14_p1,1,20260904001,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k15_p01_20260904.csv,00e65586e3f6732d476adb184af9ae1c55f8d160798fbb629e47ebcaf5906390,"[""13303"",""13310"",""13311"",""13312"",""13313"",""13318"",""13319"",""13324muw"",""13326"",""13402"",""13403"",""13404"",""13408"",""13409"",""13413""]",c694966729b5c64c06a9317c25d4061c843fa5e00b50d5c1dc992daf01116e11,15,True,496dbb6e5c73e3b7029badf10a6cdc8cb7a5c47f749237a3e2ced8b9c58f7e62,364,14,0.051509096964,8268.87993298,551.258662199,54,0.50993925,5.0,1274
k15_p2,15,2,probability,2,fixed_seed_probability_2,nested_probability_2,k14_p2,2,20260904002,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k15_p02_20260904.csv,79c73bc74bdba12d53a76b79c4a6408bda71d2e444a1a95508800da95f5d9188,"[""13302"",""13303"",""13307"",""13310"",""13311"",""13312"",""13319"",""13320"",""13321"",""13324t"",""13325"",""13404"",""13406"",""13411"",""13414""]",e6613b3a1fbc3ffbc141440fc5861aa1bde8051ddca1a698e724f6034fb7635a,15,True,8fc248493f72b38f2a651e4975ccbb68d4f444339c6afc370c812d83bbddfab0,385,15,0.059577922078,7660.54793508,510.703195672,54,0.553679484,3.0,1260
k15_p3,15,3,probability,3,fixed_seed_probability_3,nested_probability_3,k14_p3,3,20260904003,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k15_p03_20260904.csv,44d91ad2cd6604441b3ea36dfb77cda9f89901d14755ec30d502887f0efb3490,"[""13301"",""13304"",""13307"",""13309"",""13311"",""13316uwt"",""13318"",""13321"",""13323"",""13324t"",""13326"",""13403"",""13411"",""13413"",""13414""]",eee9479105dd1d15d1ee483687a464e63a7fc68bf53e64ecca5af348564fce76,15,True,4e953809a61a57e6b3d48c0ac4439a161aea6ef5588cc8668b794219da24e269,302,14,0.057226463664,6491.98995668,432.799330445,37,0.424125525,6.0,1257
k15_p4,15,4,probability,4,fixed_seed_probability_4,nested_probability_4,k14_p4,4,20260904004,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k15_p04_20260904.csv,16cd175ed25d1872a191a750b6586ef2fd395c587ad6323ff5895f4094d15fb2,"[""13306"",""13307"",""13308"",""13310"",""13311"",""13312"",""13313"",""13321"",""13322"",""13325"",""13401"",""13404"",""13406"",""13410"",""13414""]",e5578a3f9f2c60340d8728abecf2b1ccee60e4711ec7129518872050c4cbf11b,15,True,0fa4b4268a2b87f42b94db79b8d58c15a4403cc5d5b0e29d512212d22d16db93,357,15,0.056400088125,7713.15493468,514.210328979,46,0.45621301,4.0,1286
k15_p5,15,5,probability,5,fixed_seed_probability_5,nested_probability_5,k14_p5,5,20260904005,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k15_p05_20260904.csv,985760e3065f3ba1d7d62960ae77ff6d61e7d331eb3ebb6582cc774c4835e240,"[""13305"",""13312"",""13314"",""13316uwt"",""13317"",""13319"",""13320"",""13322"",""13402"",""13404"",""13407"",""13408"",""13410"",""13411"",""13413""]",a55d7dc4f7e26d34d1db56b7b90cc30f2bde1787dd0b099f96312c890e114988,15,True,ae472350d879a308217d1d4f3806fe15402800e11bf49e501dc76ed9a2f90aad,325,15,0.047502374169,7957.72394879,530.514929919,46,0.435468869,7.0,1283
k15_p6,15,6,probability,6,fixed_seed_probability_6,nested_probability_6,k14_p6,6,20260904006,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k15_p06_20260904.csv,7c28172dd2dc8b5fde8419b6600f8de3d0a587be7f538aa073cffe7696662c95,"[""13302"",""13303"",""13307"",""13308"",""13309"",""13310"",""13311"",""13312"",""13320"",""13322"",""13324t"",""13401"",""13407"",""13408"",""13409""]",3f0e30aaba0c51790ee92fcc1521e8eda3f5e37b4b57ad5665a33fbe9ee1e9f3,15,True,eb4f75d6cb6229c602c36219b14beabfbe619c12592cb9f505fb381319f640b0,373,15,0.062022543169,7433.34593793,495.556395862,54,0.549211922,3.0,1278
k15_xgap,15,7,structural,4,tight_gap,,,38,2026090415,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k15_xgap_20260904.csv,7d251c3c0fa616779994e8f21b9e9fa6891df4aa81d9d61f2fbede2a7a6ddbb1,"[""13302"",""13303"",""13304"",""13305"",""13308"",""13311"",""13312"",""13315"",""13320"",""13322"",""13324muw"",""13325"",""13326"",""13412"",""13414""]",df63c7d2ae4203abc440c550258661775f62a1d8f586d02083cf97be27ab3b93,15,True,1eb33019fa2593bce737b27f04fdf11d30ea99a3b9f42af7d245b6f1d9b5ac01,442,14,0.071505525287,7542.72994063,502.848662709,54,0.454441488,2.0,1260
k15_xlight,15,8,structural,1,trip_light,,,123,2026090415,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k15_xlight_20260904.csv,cfce843797fbd87515f03bf2b75ebf6d69f2f0b94b5b5a03dc1055693f452c46,"[""13307"",""13311"",""13314"",""13316m"",""13319"",""13320"",""13323"",""13326"",""13401"",""13405"",""13406"",""13407"",""13408"",""13413"",""13414""]",a9a02bbc98a77c18c198da31c7aeaf5eb244ea7cdcbe60a1b1b72549c2c16a9d,15,True,c5aca31f4f0e30694c9cae10bf4d46b52986b821119035b46f23be1fd4e1ac98,234,15,0.050438355159,6357.37995812,423.825330541,27,0.302303234,7.0,1277
k15_xenergy,15,9,structural,3,energy_heavy,,,374,2026090415,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k15_xenergy_20260904.csv,c8bd00b16f399e365fade40d9794198e7c63e645f2e603b0b2352dcf8ce9a548,"[""13301"",""13303"",""13306"",""13312"",""13313"",""13316m"",""13322"",""13325"",""13402"",""13403"",""13404"",""13407"",""13408"",""13410"",""13413""]",e64fbf905203cca1cca6db2c629eb20bc028ab7b6459a81b9f22ad6ca5fa4b8a,15,True,057cf79c2cb9a5c9f589e5193455953d140f22123c4b95023f9cb5cf0da7077d,400,15,0.049636591479,9067.18193382,604.478795588,54,0.487339717,5.0,1283
k15_xtrip,15,10,structural,2,trip_heavy,,,465,2026090415,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k15_xtrip_20260904.csv,4378582637c129b663f0ad7ea589cc0c925fc90441af6a4cdf5cfe0af511c9ae,"[""13301"",""13302"",""13303"",""13305"",""13306"",""13309"",""13312"",""13313"",""13317"",""13325"",""13402"",""13404"",""13406"",""13407"",""13411""]",e7381c1a420baf0e68d13121bec879bda6518553caba7beb7fb6a6df33273a15,15,True,c98ddca0b5f72dd12976e04295c34eb5b4fc8cf25dce867aa96944a3aeb99297,463,15,0.056043308743,9348.07292608,623.204861739,54,0.425030729,3.0,1275
