scale,candidate_rank,duties_json,duty_set_sha256,candidate_seed,nested_chain_id,selected_family,selected_role,trip_count,peak_concurrency_lb,service_kwh_total,service_kwh_per_duty,duty_trip_count_max,duty_trip_count_cv,scheduled_intertrip_gap_median_min,service_span_min
10,261,"[""13309"",""13310"",""13312"",""13316m"",""13317"",""13322"",""13401"",""13406"",""13411"",""13413""]",5e8ff5699f5a4b790ac9ebf6798d5656a544f67e4d69311c9f3c231b2ac79ce3,2026090410,,,,233,10,5172.5389641,517.25389641,46,0.446455089,5.0,1259
10,262,"[""13302"",""13307"",""13311"",""13320"",""13321"",""13324muw"",""13325"",""13409"",""13410"",""13412""]",52bd769052882f676c062b92d1759ed5d1501811bc26aeacc8ced1f4e02af080,2026090410,,,,223,10,4919.89195714,491.989195714,50,0.54555767,4.0,1265
10,263,"[""13302"",""13303"",""13307"",""13309"",""13312"",""13322"",""13324muw"",""13325"",""13404"",""13410""]",c7188a966a39dc2a9e888490d4f3933c1ad7c38b4d573f2602a1fd39e93811b5,2026090410,,,,304,10,5575.4949531,557.54949531,54,0.492587014,3.0,1268
10,264,"[""13301"",""13302"",""13316m"",""13322"",""13324t"",""13405"",""13407"",""13408"",""13409"",""13414""]",c4c8e1c297eec879b8cf19266f134b6f5dadcdd471706ec76fb1fb4dc2948e81,2026090410,,,,223,10,5396.69396291,539.669396291,50,0.523743012,7.0,1260
10,265,"[""13303"",""13305"",""13313"",""13314"",""13320"",""13324muw"",""13325"",""13406"",""13409"",""13414""]",852d4e88e9630635d0bb0c98fa9d7782b92c8b439b83d8a4db63b266a18b6139,2026090410,,,,255,10,5156.73395662,515.673395662,54,0.53719765,3.0,1257
10,266,"[""13307"",""13308"",""13317"",""13321"",""13323"",""13325"",""13326"",""13401"",""13404"",""13409""]",7c0ac4c00bdccbd954e1fbd296fd3e2e3b73e3ed82db0d1af801775ddff72773,2026090410,,,,222,10,4877.22396967,487.722396967,42,0.472779883,5.0,1275
10,267,"[""13301"",""13303"",""13310"",""13314"",""13315"",""13318"",""13320"",""13321"",""13324t"",""13414""]",6e5901be40b98837c48560e9f3db58766ba96eeaa4a73a0d457689c953209100,2026090410,,,,262,10,4466.78197093,446.678197093,54,0.457633429,3.0,1238
10,268,"[""13302"",""13303"",""13312"",""13316m"",""13317"",""13322"",""13324t"",""13405"",""13407"",""13412""]",f180d5fbefb472f13c227e526f200f10f47e3f4a7132dda62cffbe731c8788b5,2026090410,,,,299,10,5771.61995593,577.161995593,54,0.493002001,3.0,1260
10,269,"[""13306"",""13309"",""13310"",""13313"",""13315"",""13320"",""13403"",""13405"",""13408"",""13411""]",a515731b4433085c3bbc4e94a9ddfcf8e0c3a3e1ca664c908ac001a7155cd80a,2026090410,,,,212,10,4807.56996016,480.756996016,37,0.404011568,4.0,1165
10,270,"[""13308"",""13312"",""13315"",""13316uwt"",""13320"",""13323"",""13326"",""13404"",""13405"",""13411""]",a724ebef48fa6417a9917bfb6f730e6379de3585a78b22ef87ae9aa8447e6504,2026090410,,,,218,10,4657.16597051,465.716597051,46,0.490117812,4.0,1236
10,271,"[""13303"",""13304"",""13313"",""13315"",""13317"",""13318"",""13404"",""13405"",""13410"",""13411""]",cedcf99de49fbeb5992030fb9bae9459443aac3113ecd1e8ef8bb15a7ac5a82a,2026090410,,,,288,10,5959.24495702,595.924495702,54,0.447041026,3.0,1268
10,272,"[""13302"",""13305"",""13309"",""13313"",""13316uwt"",""13324t"",""13325"",""13326"",""13406"",""13410""]",4eeb681dc5b07957aa346471e59aa6528e38d36d54a85a2b8b2305fb68d7a61e,2026090410,,,,270,10,5170.40295198,517.040295198,50,0.430968539,3.0,1265
10,273,"[""13304"",""13309"",""13313"",""13316m"",""13319"",""13326"",""13401"",""13404"",""13409"",""13413""]",5d85c5cef204888f94b94c659866f283cf39e59b4cf077f5565f85782da13600,2026090410,,,,228,10,5343.54796032,534.354796032,37,0.358899518,6.0,1277
10,274,"[""13304"",""13308"",""13315"",""13317"",""13319"",""13320"",""13325"",""13403"",""13407"",""13411""]",5b55764aaafbb8f35f499ef2a076513478c8cc11495923e10cdc78ba19b707d7,2026090410,,,,266,10,5366.92696465,536.692696465,42,0.378636942,3.0,1257
10,275,"[""13303"",""13305"",""13311"",""13312"",""13322"",""13325"",""13401"",""13406"",""13412"",""13414""]",7fc2c82af68fc9e4677913d4c5c3b290054e295dd85497b895383ca2ebe6f22a,2026090410,,,,265,10,5439.294959,543.9294959,54,0.566603491,3.0,1275
10,276,"[""13301"",""13307"",""13310"",""13316m"",""13319"",""13320"",""13324t"",""13405"",""13407"",""13414""]",9e39d6bf00d13be4df7ee575fb50a4e0ee2881c4b6e4fc56efde5573188755f6,2026090410,,,,201,10,4436.62296668,443.662296668,36,0.35070216,5.0,1259
10,277,"[""13315"",""13316m"",""13318"",""13319"",""13321"",""13324t"",""13325"",""13402"",""13404"",""13413""]",e9f7fb43542809ed5002fe0fd048889d4f91a75ae82564870244379a80aa25bf,2026090410,,,,245,10,5246.53096496,524.653096496,42,0.336703771,4.0,1274
10,278,"[""13306"",""13307"",""13310"",""13313"",""13316m"",""13320"",""13321"",""13405"",""13410"",""13411""]",7fded84a9884b08042843706773e437cdbd05de7025dc660fdbb60bba7d94e45,2026090410,,,,209,10,4599.95795908,459.995795908,37,0.358340944,4.0,1246
10,279,"[""13302"",""13303"",""13306"",""13309"",""13316uwt"",""13323"",""13325"",""13326"",""13403"",""13411""]",184d2b110826f168ab51734212c8e0ef2ce102d81406851625ee03436330eb39,2026090410,,,,276,10,5072.46696193,507.246696193,54,0.547617091,3.0,1260
10,280,"[""13305"",""13306"",""13309"",""13311"",""13317"",""13322"",""13324t"",""13325"",""13409"",""13411""]",5a78e06689a0a7f50d60c514cefd00dfdcedee3dcb661682659a14469a9ec2aa,2026090410,,,,250,10,4823.69596287,482.369596287,42,0.368347662,3.0,1233
10,281,"[""13302"",""13305"",""13311"",""13321"",""13323"",""13326"",""13403"",""13405"",""13413"",""13414""]",fe2a9b46d488ef6f29a8b95d18421409b040c4200082cb2986e908649437ea03,2026090410,,,,199,10,4665.38296643,466.538296643,50,0.585788273,7.0,1258
10,282,"[""13304"",""13306"",""13313"",""13315"",""13317"",""13403"",""13405"",""13406"",""13412"",""13414""]",01073045031d68b93a1a0f93e3d560d56668f21055389ac0f638676b94e8d09c,2026090410,,,,240,10,5546.13296034,554.613296034,37,0.444487845,4.5,1255
10,283,"[""13301"",""13313"",""13316uwt"",""13318"",""13322"",""13402"",""13404"",""13405"",""13407"",""13410""]",01b574efca980efd5fe90c53fac9eb59116b551923d7322fd0ba7b6edd7cc8c5,2026090410,,,,232,10,5870.42795684,587.042795684,37,0.373187256,7.0,1283
10,284,"[""13302"",""13310"",""13311"",""13316m"",""13317"",""13318"",""13320"",""13325"",""13401"",""13402""]",696f2257dff7c0087d263ed4340685f22ae7804a1605b8699b319a42f2700c33,2026090410,,,,268,9,5085.38595456,508.538595456,50,0.461481338,3.0,1278
10,285,"[""13307"",""13312"",""13315"",""13316m"",""13326"",""13401"",""13405"",""13411"",""13412"",""13413""]",d7de5221df3dc27e4cf3eb1a34553a0533a1a79a74f672aee4cd694570bc1849,2026090410,,,,205,10,5020.83396853,502.083396853,46,0.494707264,6.0,1259
10,286,"[""13302"",""13310"",""13313"",""13315"",""13320"",""13321"",""13322"",""13402"",""13405"",""13406""]",0bbd450910751b0e22b9a4dc4d04b75284ce572be36196ed6998c36c39d40ae7,2026090410,,,,250,10,5182.98795614,518.298795614,50,0.442899537,3.0,1275
10,287,"[""13302"",""13306"",""13312"",""13315"",""13316uwt"",""13317"",""13324muw"",""13401"",""13402"",""13409""]",f264fdac5a74f3475a5b9e0364214a59837eee89853b6574f04fbf02044f8911,2026090410,,,,278,10,5578.6439597,557.86439597,50,0.450660713,3.0,1278
10,288,"[""13306"",""13308"",""13311"",""13314"",""13315"",""13317"",""13322"",""13324muw"",""13402"",""13411""]",63f32035bd9028d8043ed8cfca08d430dd193eea059d207d0337553d995cb254,2026090410,,,,233,10,4557.48797148,455.748797148,37,0.349752493,3.0,1192
10,289,"[""13302"",""13303"",""13304"",""13313"",""13315"",""13319"",""13323"",""13402"",""13407"",""13409""]",ec4f2380a3ca8737db51f9de6bfc6e83f8b86fafa9be403dcc5807e9f92a781d,2026090410,,,,295,10,5898.33795445,589.833795445,54,0.488006103,3.0,1275
10,290,"[""13301"",""13304"",""13305"",""13306"",""13310"",""13311"",""13319"",""13405"",""13412"",""13414""]",b2086d443260b286f04797f76c06f7dd3d5952336379a49d6ce45aa08fdaf7b2,2026090410,,,,238,10,4870.27696461,487.027696461,37,0.384998695,4.0,1259
10,291,"[""13306"",""13310"",""13311"",""13312"",""13317"",""13318"",""13321"",""13323"",""13324t"",""13401""]",ec8c7f3f0317303a1a18fa80f5f9668be58a9b186f0250b0f4bc9343e1e4e811,2026090410,,,,244,10,4365.22096281,436.522096281,46,0.468792269,3.0,1259
10,292,"[""13304"",""13305"",""13314"",""13315"",""13317"",""13320"",""13323"",""13405"",""13406"",""13413""]",ddd103f1aeb044994dd74f11d2d8939b0fbf289f11e83c87812a73ab27cb1fcd,2026090410,,,,217,10,4460.593975,446.0593975,37,0.473579383,4.0,1243
10,293,"[""13305"",""13309"",""13316uwt"",""13319"",""13402"",""13403"",""13404"",""13408"",""13409"",""13413""]",97a7588458c48e9c150f7f09175520c842bda207ecb6c3e29c0d55f8f546738b,2026090410,,,,191,10,5480.98496665,548.098496665,30,0.293800793,7.0,1274
10,294,"[""13303"",""13306"",""13309"",""13314"",""13316uwt"",""13322"",""13404"",""13405"",""13413"",""13414""]",e7d25824f7b0b61905ec5956b1343d8ee8e2593a59dbc6f6b7e3edea45ba130c,2026090410,,,,226,10,5017.80497,501.780497,54,0.522123894,5.0,1198
10,295,"[""13303"",""13304"",""13307"",""13310"",""13311"",""13321"",""13324muw"",""13325"",""13404"",""13406""]",04e28079a0ee77966e4c797ac59d0179c0297b142f1f8a23bcade40dd4eedc6a,2026090410,,,,256,10,4888.20896216,488.820896216,54,0.516807357,3.0,1257
10,296,"[""13304"",""13305"",""13310"",""13316m"",""13317"",""13323"",""13406"",""13409"",""13410"",""13411""]",e240d6d64c0d5573ea4669941be9a76c25030485ef45848a50d598ea7081a4c1,2026090410,,,,219,10,5025.369968,502.5369968,37,0.437236965,6.0,1254
10,297,"[""13301"",""13303"",""13309"",""13313"",""13316uwt"",""13325"",""13402"",""13405"",""13407"",""13412""]",4ede14cbc9ddae4f31b907a7b700b0bb68a9bfc1c515f9de2765113372d23871,2026090410,,,,274,10,6009.19595468,600.919595468,54,0.480644602,4.0,1272
10,298,"[""13304"",""13305"",""13308"",""13309"",""13311"",""13315"",""13316m"",""13317"",""13324muw"",""13407""]",100a4ca7d7520be81f8623b8a56561989a7e187560caaa8e22c5d4fee24a0b94,2026090410,,,,259,10,4568.30396926,456.830396926,37,0.308614751,3.0,1243
10,299,"[""13301"",""13302"",""13315"",""13323"",""13324t"",""13326"",""13402"",""13404"",""13406"",""13409""]",b9892dbaf9d7f5e1599d7e812f297bbca800fe1d0a392f715238c23892fa707c,2026090410,,,,229,10,5358.63396704,535.863396704,50,0.517591605,6.0,1275
10,300,"[""13301"",""13302"",""13305"",""13307"",""13308"",""13312"",""13314"",""13315"",""13326"",""13413""]",2ac9cf5393c7832ac9009b815a37bebf9f83bd26692e3349bca520e34b8816c2,2026090410,,,,291,10,4991.21396589,499.121396589,50,0.408472406,3.0,1260
10,301,"[""13302"",""13303"",""13304"",""13311"",""13323"",""13324t"",""13325"",""13403"",""13407"",""13411""]",56a41a5dc69a84c55aca409c0eaefa7748f310c63d80fa74729519d4a22ca5bd,2026090410,,,,268,10,5347.13395681,534.713395681,54,0.605306231,3.0,1260
10,302,"[""13306"",""13309"",""13320"",""13321"",""13326"",""13401"",""13402"",""13404"",""13410"",""13413""]",790400da3331d38a4c8d0014b29d0c208ed5af0d43a203f2843e4e272f9926d4,2026090410,,,,187,10,5084.13996801,508.413996801,30,0.262032086,7.0,1286
10,303,"[""13308"",""13313"",""13315"",""13316uwt"",""13320"",""13323"",""13402"",""13404"",""13408"",""13411""]",a3b43b955ae7fe0feb40baaebdc1ff0c6a97555abcda6c236115e8977e1b1cc4,2026090410,,,,203,10,4881.13996478,488.113996478,37,0.447734204,6.0,1182
10,304,"[""13301"",""13309"",""13310"",""13311"",""13315"",""13316m"",""13319"",""13326"",""13406"",""13408""]",266aae789888fa8126969370d70d6796bc4b2aabaf335d05b0a0a9ae6a0a0687,2026090410,,,,223,9,4318.27497272,431.827497272,36,0.334404093,3.0,1259
10,305,"[""13306"",""13307"",""13308"",""13311"",""13319"",""13323"",""13403"",""13406"",""13411"",""13414""]",858a2863679296e3e93a1c9fc1a8673485a1f23903c20ee29ca8a2bba5d9a41a,2026090410,,,,179,10,4408.04096805,440.804096805,31,0.433780086,7.0,1257
10,306,"[""13303"",""13308"",""13310"",""13311"",""13316uwt"",""13324muw"",""13326"",""13403"",""13412"",""13414""]",b75b59c37bb8407260d5dec5c22119ae2e971b716835b95b0ab53fb296711433,2026090410,,,,223,10,4673.75196651,467.375196651,54,0.532878089,3.0,1208
10,307,"[""13301"",""13306"",""13308"",""13309"",""13314"",""13316uwt"",""13318"",""13324muw"",""13402"",""13403""]",3a402c230c6a6fa83ca369f878e4d7fc66ffca87fbf76e0ba819a58f6442cce2,2026090410,,,,237,10,4774.96196828,477.496196828,36,0.32247441,4.0,1253
10,308,"[""13302"",""13304"",""13305"",""13312"",""13316uwt"",""13323"",""13325"",""13405"",""13407"",""13411""]",fbd8796653e2881622a178b9dc6ba387f03724f29b4ae00c2d4a53746b1aa527,2026090410,,,,278,10,5511.01895624,551.101895624,50,0.518734471,3.0,1257
10,309,"[""13302"",""13304"",""13305"",""13313"",""13317"",""13324muw"",""13402"",""13404"",""13411"",""13414""]",101a52b3f818d6bdd89be6790edc96c3a19a53f17eec331be74f6f574dc054b4,2026090410,,,,268,10,5835.17395166,583.517395166,50,0.46178294,4.0,1275
10,310,"[""13303"",""13306"",""13307"",""13309"",""13315"",""13324t"",""13325"",""13401"",""13402"",""13412""]",cf504b345b6d6acb2b2f0b096831dd5b4790556776414d7d28b362316bd7848b,2026090410,,,,256,10,5100.11296439,510.011296439,54,0.506066711,3.0,1275
10,311,"[""13307"",""13312"",""13316m"",""13325"",""13326"",""13402"",""13404"",""13405"",""13411"",""13412""]",b107f474824e9055238c9ebac622c4534c52637ebfc3a1296d1ec9e744734122,2026090410,,,,223,10,5555.93496087,555.593496087,46,0.505375396,7.0,1272
10,312,"[""13302"",""13307"",""13311"",""13317"",""13324muw"",""13402"",""13403"",""13408"",""13409"",""13411""]",1118076d968cbc9a6e3c862981bb6d913571aa07e8ba5e730e4609cd2c34f150,2026090410,,,,206,10,5257.54796016,525.754796016,50,0.579766937,7.0,1275
10,313,"[""13306"",""13307"",""13315"",""13319"",""13321"",""13322"",""13404"",""13408"",""13409"",""13411""]",8e27e17e9e0b4e8a5fff9b616cbaf53410379bed0eac5221baf0a4489379e118,2026090410,,,,210,10,4894.51897151,489.451897151,31,0.322968094,5.5,1254
10,314,"[""13302"",""13304"",""13306"",""13307"",""13309"",""13313"",""13322"",""13325"",""13401"",""13402""]",98cb46d9b8ffdb852b96c21dfa9cc8baa413a5ccad987c6be23b0fc557694f27,2026090410,,,,288,10,5368.62295034,536.862295034,50,0.414578099,3.0,1278
10,315,"[""13301"",""13307"",""13310"",""13314"",""13316m"",""13318"",""13321"",""13326"",""13401"",""13406""]",68a46e6cd5b6cce0d19159ba5150d80f3aa2c50cb783448ed3cec4afee609f71,2026090410,,,,216,10,4291.21497285,429.121497285,36,0.349651992,3.5,1256
10,316,"[""13305"",""13307"",""13311"",""13312"",""13316uwt"",""13321"",""13324t"",""13326"",""13403"",""13410""]",443910a4cda7f4a52ded9076300de4b4c9e4106da8ac8631426e5ca73f12e29a,2026090410,,,,216,10,4327.26196684,432.726196684,46,0.434889577,4.0,1266
10,317,"[""13304"",""13305"",""13306"",""13316m"",""13318"",""13322"",""13324muw"",""13325"",""13408"",""13410""]",f23b2ee31021c04df2bfd3665fe08199f7a0f7e93ad4ff83b0e5938f65243b9b,2026090410,,,,264,10,4824.19696292,482.419696292,42,0.357829263,3.0,1254
10,318,"[""13302"",""13313"",""13315"",""13319"",""13320"",""13323"",""13402"",""13403"",""13412"",""13413""]",eb2db9f86e1f679f17994b4fbb8d367514e3b498dbde94ec5952ecc0ee2ad494,2026090410,,,,230,10,5311.67695623,531.167695623,50,0.536740847,5.0,1275
10,319,"[""13305"",""13308"",""13309"",""13311"",""13319"",""13320"",""13401"",""13406"",""13407"",""13412""]",d321022d18950a2c27fb2524e94205a40efbbc04899fa83d7b9b2f68558930a5,2026090410,,,,198,10,4787.58496409,478.758496409,31,0.342392955,7.0,1277
10,320,"[""13302"",""13304"",""13305"",""13312"",""13314"",""13316m"",""13318"",""13321"",""13322"",""13409""]",9309769084387cd11fe723e6dd49808ae0c3d6c9c271d113ed5e02fa1dad77c4,2026090410,,,,300,10,5174.35496056,517.435496056,50,0.366363511,3.0,1257
10,321,"[""13306"",""13307"",""13308"",""13313"",""13315"",""13317"",""13320"",""13321"",""13322"",""13403""]",8cdce863a48ab2ed9b70eeda13ff38d1e2bf4b3588ff18dae30845780e2d19fa,2026090410,,,,259,10,4569.98896424,456.998896424,37,0.32046332,3.0,1232
10,322,"[""13305"",""13307"",""13314"",""13317"",""13321"",""13402"",""13403"",""13406"",""13413"",""13414""]",b5e6cdd2d3ff50901ce2538860822d8ae382c067ef1002dae2b7dda1516d19d3,2026090410,,,,192,10,4988.20497144,498.820497144,37,0.402628085,7.0,1249
10,323,"[""13304"",""13305"",""13310"",""13313"",""13316m"",""13317"",""13401"",""13408"",""13410"",""13413""]",8796dd5f5b8afc8e4de47c7a786627ba89f3a7243200ee4272518f74e4479ae3,2026090410,,,,241,10,5232.47995916,523.247995916,37,0.418840567,4.0,1286
10,324,"[""13304"",""13305"",""13306"",""13309"",""13317"",""13321"",""13324t"",""13326"",""13410"",""13414""]",fe9c6bd764d5f2bbb49149e6f91f4f8dd0d6a05f013f9f688534d283ea97249d,2026090410,,,,244,10,4633.82596962,463.382596962,37,0.33954615,3.0,1254
10,325,"[""13302"",""13303"",""13311"",""13314"",""13316m"",""13317"",""13319"",""13320"",""13326"",""13404""]",51be74792e6f13517e5c1e049922bdb76bccf9532779e7d9504e56330d4c3364,2026090410,,,,275,10,4787.48796428,478.748796428,54,0.503672463,3.0,1260
10,326,"[""13303"",""13304"",""13310"",""13311"",""13315"",""13316uwt"",""13317"",""13318"",""13409"",""13414""]",7bde5bde835c735db6db01d6ec88617b78bd65115ff2677640fbb21fd4686f43,2026090410,,,,280,10,5069.93796618,506.993796618,54,0.43886449,3.0,1257
10,327,"[""13306"",""13308"",""13312"",""13313"",""13314"",""13319"",""13323"",""13324t"",""13402"",""13411""]",2a489aa1bf73a31b4208b4a6e65a96bb56e0daf1e62493279017d415cbe25baa,2026090410,,,,244,10,4894.18695764,489.418695764,46,0.458283959,3.5,1274
10,328,"[""13303"",""13304"",""13312"",""13314"",""13316uwt"",""13318"",""13319"",""13405"",""13410"",""13414""]",231168f55c25d7bd0e0b17acada20e8f1ca3767ec14510929d8146985978b3f5,2026090410,,,,274,10,5310.01896291,531.001896291,54,0.509173139,3.0,1268
10,329,"[""13301"",""13303"",""13310"",""13317"",""13318"",""13321"",""13322"",""13324t"",""13409"",""13414""]",3f6c80b630c9f255652d90b841c320d108d490eaefd77a1f6360fd7b64ec44ec,2026090410,,,,279,10,5185.26996603,518.526996603,54,0.420883773,3.0,1241
10,330,"[""13303"",""13305"",""13307"",""13316uwt"",""13320"",""13323"",""13326"",""13401"",""13409"",""13410""]",410509a21b8347bd783dbf5870bbc1f207ef41f882b0c63f79228cbf08be3cf5,2026090410,,,,209,10,4402.32097155,440.232097155,54,0.592393966,4.0,1286
10,331,"[""13303"",""13306"",""13307"",""13313"",""13314"",""13316m"",""13317"",""13322"",""13409"",""13413""]",888b1e721c3059dbec7bbacde89cf4118d53079a09cb1bc342313e4538ddc19a,2026090410,,,,270,10,5077.9939621,507.79939621,54,0.448132843,3.0,1241
10,332,"[""13307"",""13313"",""13314"",""13316uwt"",""13319"",""13322"",""13325"",""13402"",""13408"",""13413""]",acffaa800e4c695752188eaed21cef2a8ddaa4fb928e46f6da11dd6837000254,2026090410,,,,227,10,4878.35296115,487.835296115,42,0.42758518,4.0,1274
10,333,"[""13303"",""13306"",""13316m"",""13319"",""13321"",""13324t"",""13401"",""13405"",""13413"",""13414""]",d0b8ccf733ce25073ea47fbc4c834c75a2afc85f3515fea146116031ff323087,2026090410,,,,226,10,4943.34596752,494.334596752,54,0.53398849,4.0,1277
10,334,"[""13310"",""13312"",""13315"",""13316uwt"",""13322"",""13324muw"",""13403"",""13410"",""13411"",""13414""]",217cc3da7336c007388756388990cfc41516c87c72b233705dfe44759dc7fc24,2026090410,,,,220,10,4929.6639663,492.96639663,46,0.449977043,4.0,1266
10,335,"[""13301"",""13304"",""13310"",""13316uwt"",""13318"",""13322"",""13402"",""13405"",""13407"",""13408""]",e3f22da9e627a7638e959c5e132ddcf6500485610980df948c8b688d92d9887e,2026090410,,,,235,10,5280.08796586,528.008796586,37,0.378819017,5.0,1272
10,336,"[""13302"",""13316m"",""13317"",""13323"",""13326"",""13403"",""13404"",""13408"",""13409"",""13410""]",5787166539c76a9e3a6d8b5707ef7b45bde9c1925ebaad721ef3a4cd4fde8601,2026090410,,,,213,10,5347.71396547,534.771396547,50,0.572327236,7.0,1266
10,337,"[""13304"",""13308"",""13310"",""13311"",""13312"",""13315"",""13317"",""13320"",""13404"",""13409""]",7967e6ffbdfd9f259dc65c80cf35253e17633aec39a5a5f9481571719191ea7d,2026090410,,,,270,10,5169.46096252,516.946096252,46,0.387032607,3.0,1252
10,338,"[""13304"",""13305"",""13308"",""13310"",""13316uwt"",""13326"",""13402"",""13409"",""13410"",""13411""]",7991a6cf17ce59eee641ebf0b9dae545ecd423f26eddc2637f204422530e8a7f,2026090410,,,,227,9,5280.11696651,528.011696651,37,0.321947778,6.0,1283
10,339,"[""13302"",""13304"",""13307"",""13308"",""13314"",""13315"",""13317"",""13326"",""13406"",""13414""]",ca47e0380bc145d23f3774aa7b15b01abea11c09be56e570df81a22d5dec764f,2026090410,,,,264,10,4826.32896927,482.632896927,50,0.45649833,3.0,1257
10,340,"[""13301"",""13302"",""13303"",""13307"",""13313"",""13318"",""13319"",""13402"",""13408"",""13410""]",939778543e9fd082b02a4de6baadd3c0509286094f86fe54742f9f7590563196,2026090410,,,,295,10,5816.60295041,581.660295041,54,0.486118715,3.0,1283
10,341,"[""13301"",""13303"",""13304"",""13306"",""13309"",""13310"",""13319"",""13324t"",""13406"",""13408""]",0e262b05aa5f8326d377185cfeda4e19a090fbd94639a8cd3ebdefbd21423f8b,2026090410,,,,273,10,4968.2269652,496.82269652,54,0.442314328,3.0,1259
10,342,"[""13301"",""13306"",""13311"",""13315"",""13320"",""13325"",""13402"",""13405"",""13408"",""13411""]",74161c8aad2b811cdb502b0e33d1286f576c50a0458cbff3ae1aeab51bb7409a,2026090410,,,,224,10,5009.9929662,500.99929662,42,0.474644066,4.5,1272
10,343,"[""13301"",""13302"",""13303"",""13304"",""13310"",""13318"",""13402"",""13405"",""13406"",""13407""]",310f9da8c39dcede6d509f4a93359309a13ef1f913162dc41d57519594f921ac,2026090410,,structural,energy_heavy,295,10,6155.60795526,615.560795526,54,0.477773732,3.0,1275
10,344,"[""13301"",""13302"",""13308"",""13313"",""13317"",""13319"",""13324t"",""13407"",""13408"",""13410""]",f4562a8c92b70ec270962742b589c127a57fe2ec0092ca5883e363fdd6e716de,2026090410,,,,279,10,5724.88995218,572.488995218,50,0.423925101,3.0,1268
10,345,"[""13301"",""13312"",""13314"",""13316uwt"",""13317"",""13318"",""13320"",""13323"",""13401"",""13406""]",6e0441644da6eb597a4fa9e67044ce4d11b3201e3a172a8cc7dd0c0fc29b377c,2026090410,,,,239,10,4588.69296912,458.869296912,46,0.51498441,3.0,1259
10,346,"[""13312"",""13313"",""13316m"",""13320"",""13324t"",""13325"",""13326"",""13405"",""13407"",""13411""]",ed12ec8c2438cd368e9353e35c98e4318bc76120c08fe61ca822f71faed3254e,2026090410,,,,247,10,5197.15395254,519.715395254,46,0.470768562,4.0,1235
10,347,"[""13303"",""13311"",""13314"",""13319"",""13321"",""13322"",""13326"",""13402"",""13406"",""13407""]",2ab520f76e92e00be55780e3ff543380f32eaf35fa573f159b545aff2f7905ac,2026090410,,,,228,10,4902.20597044,490.220597044,54,0.494973192,5.0,1274
10,348,"[""13303"",""13305"",""13312"",""13313"",""13320"",""13321"",""13326"",""13405"",""13406"",""13407""]",2a93475499ee68ecbd746f8819d3a0b70248c2a2e01659d79f37826fab387e26,2026090410,,,,270,10,5418.16395579,541.816395579,54,0.503213269,3.0,1241
10,349,"[""13303"",""13312"",""13315"",""13321"",""13322"",""13324muw"",""13403"",""13405"",""13406"",""13413""]",7eaad9b250bb378069a5dacf8697feb9b47bae508622ffd48d8ca7846d72acfa,2026090410,,,,252,10,5340.96996678,534.096996678,54,0.543752163,3.5,1241
10,350,"[""13303"",""13306"",""13309"",""13311"",""13321"",""13323"",""13324muw"",""13401"",""13412"",""13414""]",3760c1f46e53d0a4f87ce40588482535490a5d52cc0c9c7010cc7feb7f4edf4f,2026090410,,,,206,10,4371.70496904,437.170496904,54,0.61449485,4.0,1252
10,351,"[""13306"",""13317"",""13318"",""13320"",""13324muw"",""13403"",""13406"",""13409"",""13411"",""13412""]",f9b40e92374de59b83d2635c0d08c8de0ff562f0d7c459c5f7709fc243e060bd,2026090410,,,,207,10,5280.92496212,528.092496212,37,0.40994544,7.0,1239
10,352,"[""13302"",""13303"",""13304"",""13307"",""13308"",""13312"",""13401"",""13403"",""13408"",""13411""]",2e6fdf895ef6a681c4b10ec5ce6edff4e1676e028684ef16f814677f5885acd5,2026090410,,,,284,10,5692.02695686,569.202695686,54,0.576261198,3.0,1278
10,353,"[""13301"",""13306"",""13313"",""13315"",""13324t"",""13402"",""13407"",""13409"",""13410"",""13413""]",871b5580e6749f1337abf19e5d30cb552ab5fb5aeedcf566e12cc6f2e7d5aca9,2026090410,,,,233,10,5882.23395839,588.223395839,37,0.368724234,7.0,1283
10,354,"[""13305"",""13307"",""13316m"",""13319"",""13320"",""13322"",""13324t"",""13406"",""13411"",""13413""]",6dcef5ab38547dd1b9a0db2bd824cf19e435caf93cd389418d8bc7233e9f9f3f,2026090410,,,,198,10,4304.5659684,430.45659684,30,0.292580775,5.0,1235
10,355,"[""13308"",""13309"",""13312"",""13313"",""13314"",""13315"",""13316uwt"",""13321"",""13325"",""13412""]",6deb45de676dda5f96abfb92f4017b5cdff7e03e1c9258539ea8ffdbbba7a697,2026090410,,,,283,10,5061.6899597,506.16899597,46,0.362444968,3.0,1216
10,356,"[""13306"",""13315"",""13320"",""13323"",""13324t"",""13402"",""13403"",""13404"",""13407"",""13410""]",f55b54387769a53e87e5ed84a8dc8b1942679b168deee8b31d023859bfbe1d86,2026090410,,,,183,10,5006.17996797,500.617996797,31,0.364157532,7.0,1283
10,357,"[""13309"",""13312"",""13314"",""13316m"",""13318"",""13319"",""13322"",""13401"",""13409"",""13410""]",029ebbba95dbdc518d3f5ec49e6c9411eb78d13805721ec51715a84cf4b8b4dd,2026090410,,,,237,10,4995.73796439,499.573796439,46,0.404733516,5.0,1286
