cell_id,scale,selection_replicate,sample_family,family_replicate,selection_role,nested_chain_id,nested_parent_cell_id,addition_rank_duty,relative_path,instance_file_sha256,published_upper_instance_sha256,duties_json,duty_set_sha256,target_fleet,known_partition_continuous_physical_upper_bound,known_duty_certificate_set_sha256,trip_count,peak_concurrency_lb,service_kwh_total,service_kwh_per_duty,duty_trip_count_max,duty_trip_count_cv,scheduled_intertrip_gap_median_min,service_span_min,direct_compatibility_density
k09_p3,9,3,probability,3,fixed_seed_probability_3,nested_probability_3,k08_p3,13304,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k09_p03_20260908.csv,7d05fbff2b52469acf4b11cdfb7c3f1171b76ea1b965dc150e3c11c96982a48c,7d05fbff2b52469acf4b11cdfb7c3f1171b76ea1b965dc150e3c11c96982a48c,"[""13301"",""13304"",""13307"",""13309"",""13316uwt"",""13321"",""13323"",""13324t"",""13414""]",d6df6578df4cfd19db9bea36056e9281aa2f990d8efac1a8c655e4273bce4297,9,True,43653a0ff327386e452e16ad7ac7c205ab93300f98040a6f4c6721d820cafcbc,191,9,3529.92497799,392.213886443,37,0.437979317,3.0,1257,0.070928630477
k09_p4,9,4,probability,4,fixed_seed_probability_4,nested_probability_4,k08_p4,13307,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k09_p04_20260908.csv,ae3b84074c0564367fbdf95a6b45e19f6d1c8a3e8e51c22bc9eb8bbec7966cc0,ae3b84074c0564367fbdf95a6b45e19f6d1c8a3e8e51c22bc9eb8bbec7966cc0,"[""13307"",""13310"",""13311"",""13312"",""13313"",""13322"",""13406"",""13410"",""13414""]",5e6b881551643371ed1e8df1342cdb734ac2d44003041b90125778603bed6c43,9,True,c987942a4755782d94bfcb633ae955abb0c08da1adca37d1bfd7f0c2af4bee4f,203,9,4419.5139574,491.057106378,46,0.499896857,4.0,1243,0.064429595669
k09_p5,9,5,probability,5,fixed_seed_probability_5,nested_probability_5,k08_p5,13320,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k09_p05_20260908.csv,1404e67b125af0141372b16603d127d8c7666c5d57320b4c6509ca7767f4043b,1404e67b125af0141372b16603d127d8c7666c5d57320b4c6509ca7767f4043b,"[""13317"",""13319"",""13320"",""13322"",""13402"",""13404"",""13407"",""13408"",""13410""]",afafb3c9003b4caf5a7e184d9b91c8b920c913c78beb02e5893489b230542c44,9,True,760b5a29c7ce8d7b5e26c149424001233c922209844aed1fd6a4d4935d71f3a2,183,9,4941.90696877,549.100774308,37,0.374546218,7.0,1283,0.045036930283
k09_p6,9,6,probability,6,fixed_seed_probability_6,nested_probability_6,k08_p6,13302,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k09_p06_20260908.csv,a7ed07ea5cd28d6b32d84103fed4fd38f09f7f87b5ad46f29ad25d0af802c61c,a7ed07ea5cd28d6b32d84103fed4fd38f09f7f87b5ad46f29ad25d0af802c61c,"[""13302"",""13307"",""13309"",""13320"",""13324t"",""13401"",""13407"",""13408"",""13409""]",c3de4472531444f564c0079925bdcf71ae893342195c7dec41683529c873248e,9,True,8417ed01c7b95c709f3ce509d3089cfb64208940406bea9167cb7451936bfb2c,178,9,4395.82796381,488.425329312,50,0.561910101,6.0,1278,0.051037897543
k10_p1,10,1,probability,1,fixed_seed_probability_1,nested_probability_1,k09_p1,13403,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k10_p01_20260908.csv,c54f31750af49fb66f0bf21995d02d01a5520e37f13152bc95b4aff17ecef1f3,c54f31750af49fb66f0bf21995d02d01a5520e37f13152bc95b4aff17ecef1f3,"[""13310"",""13312"",""13313"",""13319"",""13324muw"",""13403"",""13404"",""13408"",""13409"",""13413""]",e79f2570a03cd5d717ae368314b79aa1f7a5d674a6a7374a0df46cc6ecd22b7f,10,True,84a199e1bcdc2793eda62d77c87ed66e867c6e242c75f82b24e0e9d57935918e,225,10,5674.08595209,567.408595209,46,0.473807796,7.0,1257,0.048373015873
k10_p2,10,2,probability,2,fixed_seed_probability_2,nested_probability_2,k09_p2,13404,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k10_p02_20260908.csv,969e49b79b454241e1f4116e405aebdf117dc6adac5497854cf4d7196166a6d6,969e49b79b454241e1f4116e405aebdf117dc6adac5497854cf4d7196166a6d6,"[""13302"",""13307"",""13310"",""13311"",""13312"",""13320"",""13321"",""13324t"",""13404"",""13406""]",364723836866b7d2cb17ec374c36a7a6c7df69e166060354e5739f0bfa534118,10,True,f4c5904b8ef73f029b0b848dd035e5ed7f0f6519194f62b18dc488f95239981f,236,10,4711.20595603,471.120595603,50,0.534704798,3.0,1257,0.064767399928
k10_p3,10,3,probability,3,fixed_seed_probability_3,nested_probability_3,k09_p3,13403,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k10_p03_20260908.csv,0a24efed4fe106a7a0e1d7038964c976e3a46ea62027e1ce879bc151f3a2b18d,0a24efed4fe106a7a0e1d7038964c976e3a46ea62027e1ce879bc151f3a2b18d,"[""13301"",""13304"",""13307"",""13309"",""13316uwt"",""13321"",""13323"",""13324t"",""13403"",""13414""]",c5ebbbb42fb4bd436e0317ad69fd85120ac720b6b67af037cf58fcd2551c44f5,10,True,9ac1629bc6458190665a5597037b191075bb2d9208ba4d9d2ca920c3bc7ed805,205,10,4119.53497449,411.953497449,37,0.442936499,4.0,1257,0.062553802009
k10_p4,10,4,probability,4,fixed_seed_probability_4,nested_probability_4,k09_p4,13404,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k10_p04_20260908.csv,c186ded0e8b4d7834e0ba51f7ce14cc525fa7b62d38c255ca1ecd1afca9dbf08,c186ded0e8b4d7834e0ba51f7ce14cc525fa7b62d38c255ca1ecd1afca9dbf08,"[""13307"",""13310"",""13311"",""13312"",""13313"",""13322"",""13404"",""13406"",""13410"",""13414""]",3a0f0a9ad6b5f63d6f1ac9b60b3016dabcc4bc15fcd07daaa8eaa8f132e1acb7,10,True,b9fb7cb6961d50171b7621057ccd65cea928be9b523d41d663d5c930630c4a5d,220,10,5135.8539534,513.58539534,46,0.492086131,5.0,1263,0.057658779577
k10_p5,10,5,probability,5,fixed_seed_probability_5,nested_probability_5,k09_p5,13316uwt,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k10_p05_20260908.csv,b2fa6d6ca7c5deda4877c8f22d726dc49e6bddb72a921fee1da34ec1c3ef86f8,b2fa6d6ca7c5deda4877c8f22d726dc49e6bddb72a921fee1da34ec1c3ef86f8,"[""13316uwt"",""13317"",""13319"",""13320"",""13322"",""13402"",""13404"",""13407"",""13408"",""13410""]",9a76dfe06f372b11ff4cfc504dad68c2d713d648f78a7b91ef6f0a2d549db08d,10,True,3e44aa24a31b010e656231f8c1f016aaff1de955e6254d245ef028f6939af3aa,204,10,5301.64496693,530.164496693,37,0.354300216,7.0,1283,0.045783830774
k10_p6,10,6,probability,6,fixed_seed_probability_6,nested_probability_6,k09_p6,13311,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k10_p06_20260908.csv,b6b8abf3c83ef5e8d3167d6a785b8403fb20c8927e25c409193e1c744174ffc0,b6b8abf3c83ef5e8d3167d6a785b8403fb20c8927e25c409193e1c744174ffc0,"[""13302"",""13307"",""13309"",""13311"",""13320"",""13324t"",""13401"",""13407"",""13408"",""13409""]",f4aed30612c1e73e7677480ba846589e20c108a67fd39e68efbc6e9241e621ca,10,True,d578b7d7bf609c74a0d91875a630bfbd0c22520a501a9acc2e92682fbb02f525,192,10,4661.77595991,466.177595991,50,0.556487933,6.0,1278,0.054646596859
k11_p1,11,1,probability,1,fixed_seed_probability_1,nested_probability_1,k10_p1,13326,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k11_p01_20260908.csv,a34cf88096ef586419a247660df1f8b8cc40823c47ff72c96169495b6c54c844,a34cf88096ef586419a247660df1f8b8cc40823c47ff72c96169495b6c54c844,"[""13310"",""13312"",""13313"",""13319"",""13324muw"",""13326"",""13403"",""13404"",""13408"",""13409"",""13413""]",5172ce15d9d4ad57e187973a83060c991ce6b47ccc71558e1f7a4366a0be9cc6,11,True,df5b44c6240c5f660b5cf6c59cff3f9281647ba8e1eadfabcca719cd0afaa61f,246,11,6023.39195072,547.581086429,46,0.454921458,7.0,1257,0.050107848017
k11_p2,11,2,probability,2,fixed_seed_probability_2,nested_probability_2,k10_p2,13414,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k11_p02_20260908.csv,ed584dba0369e1e42c7a19b6e58d50ec2c2f963561e00a07de5acf424b051759,ed584dba0369e1e42c7a19b6e58d50ec2c2f963561e00a07de5acf424b051759,"[""13302"",""13307"",""13310"",""13311"",""13312"",""13320"",""13321"",""13324t"",""13404"",""13406"",""13414""]",a238e7c6335157dcda936bdd4eb8930e71b4c0d10e133dc92a606cfa9970f479,11,True,951b0cc2ac2c84e822336d4e82dc543137a39bbd9c0a59e3367cfeb0c1111d63,248,11,5216.58595303,474.235086639,50,0.553786277,4.0,1257,0.060206347133
k11_p3,11,3,probability,3,fixed_seed_probability_3,nested_probability_3,k10_p3,13413,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k11_p03_20260908.csv,d44ae4a734a62fb603359e97f3d8b187c2cb0bd10c5e00bf20e33f1b321d0dc1,d44ae4a734a62fb603359e97f3d8b187c2cb0bd10c5e00bf20e33f1b321d0dc1,"[""13301"",""13304"",""13307"",""13309"",""13316uwt"",""13321"",""13323"",""13324t"",""13403"",""13413"",""13414""]",72e3f3b7f94f8d15cc751b1a1b7fa4be22d4991cff516b4dd8ed757378d0019c,11,True,633f4fff99f271af8652270909fde3ad4425f01eda289df9766b8e1d1836d87c,220,11,4751.64497099,431.967724635,37,0.44004132,6.0,1257,0.05599833956
k11_p4,11,4,probability,4,fixed_seed_probability_4,nested_probability_4,k10_p4,13306,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k11_p04_20260908.csv,837037c026cf3971309c96c719f594565fdc5521dfe2d43241e2a344b31f1a92,837037c026cf3971309c96c719f594565fdc5521dfe2d43241e2a344b31f1a92,"[""13306"",""13307"",""13310"",""13311"",""13312"",""13313"",""13322"",""13404"",""13406"",""13410"",""13414""]",0641ee6132766bac992f29f2675151224abe93b5a80f839552df7dd6b15ea56b,11,True,e87b810f6f82872f358af5c1d86f7eab0129feee86dfb9352f3cf1594d052b73,250,11,5607.29194938,509.75381358,46,0.4653085,4.0,1263,0.06075502008
k11_p5,11,5,probability,5,fixed_seed_probability_5,nested_probability_5,k10_p5,13312,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k11_p05_20260908.csv,cb70c268c96b64775379f148cc7522f0ec0446a7b469e8f7d6697fcea4b6eaaf,cb70c268c96b64775379f148cc7522f0ec0446a7b469e8f7d6697fcea4b6eaaf,"[""13312"",""13316uwt"",""13317"",""13319"",""13320"",""13322"",""13402"",""13404"",""13407"",""13408"",""13410""]",7cb1bf5d381ca075162a982b598c693511b22aa0db5228d4b40fa90798505d24,11,True,f446965f1ee63522c94321bc90a3c0a3b1d6d3f39ae15c11a167d5fb13dbbaf1,250,11,6020.26595959,547.296905417,46,0.44362146,7.0,1283,0.048289156627
k11_p6,11,6,probability,6,fixed_seed_probability_6,nested_probability_6,k10_p6,13310,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k11_p06_20260908.csv,9199478f9fc6d2771233763af0f16d780f629bb72268203b0dabc466be94661f,9199478f9fc6d2771233763af0f16d780f629bb72268203b0dabc466be94661f,"[""13302"",""13307"",""13309"",""13310"",""13311"",""13320"",""13324t"",""13401"",""13407"",""13408"",""13409""]",14b720afbe131464337a2b6584cf79dbf060fc545d44e5f379b916db186d91c4,11,True,be6cb3a1c6bddde4765579b7bd92f07afdf6190162fd43fa1fc77a68379965ab,216,11,5068.48395537,460.77126867,50,0.52353722,6.0,1278,0.05745047373
k12_p1,12,1,probability,1,fixed_seed_probability_1,nested_probability_1,k11_p1,13402,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k12_p01_20260908.csv,1215b5185757fff3d1504ada00e6778422446bf4c1cf92ff47f2049a4be12311,1215b5185757fff3d1504ada00e6778422446bf4c1cf92ff47f2049a4be12311,"[""13310"",""13312"",""13313"",""13319"",""13324muw"",""13326"",""13402"",""13403"",""13404"",""13408"",""13409"",""13413""]",77d7b2e814a240a02570fbdbcdf4583b28222be4578726851b9bb93a0659f33e,12,True,617872f4c9df8db141eba1432c48356a6c5bc84526fe0780a3658a9d85919312,263,12,6739.73194672,561.644328893,46,0.449554453,7.0,1274,0.047020578759
k12_p2,12,2,probability,2,fixed_seed_probability_2,nested_probability_2,k11_p2,13319,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k12_p02_20260908.csv,ec701ce2b72d61586e46634cfab1b49c6799309f50ac1073535e8775a5153901,ec701ce2b72d61586e46634cfab1b49c6799309f50ac1073535e8775a5153901,"[""13302"",""13307"",""13310"",""13311"",""13312"",""13319"",""13320"",""13321"",""13324t"",""13404"",""13406"",""13414""]",05748c43b72736bca0aabec8549bfef7253f5795a219249b2c0ee788b52aa408,12,True,4f14bd51b7b2bfb65ef334550e149a2cdb5bfc6c9dcfc6c1dc586925cdc59a96,275,12,5677.23794938,473.103162448,50,0.524380784,4.0,1257,0.060384870604
k12_p3,12,3,probability,3,fixed_seed_probability_3,nested_probability_3,k11_p3,13411,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k12_p03_20260908.csv,66992416ee607061fe538bcd137d1f065465f5befeca51e11717935178d24e76,66992416ee607061fe538bcd137d1f065465f5befeca51e11717935178d24e76,"[""13301"",""13304"",""13307"",""13309"",""13316uwt"",""13321"",""13323"",""13324t"",""13403"",""13411"",""13413"",""13414""]",cbdda261974fa5e90802e1e4cbdc2fd8d897223fcc26f06cb23682a05f981c2e,12,True,4d481385e2dfb4ea703cdf89183f755411afcfe69a079fddbef6d14110dc5244,234,12,5341.25496749,445.104580624,37,0.440399078,6.0,1257,0.052309159605
k12_p4,12,4,probability,4,fixed_seed_probability_4,nested_probability_4,k11_p4,13401,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k12_p04_20260908.csv,8b3e3e137f0fb9440ddfba219151cd4adef69ab6a1fd2b3c0318cfbe82df238d,8b3e3e137f0fb9440ddfba219151cd4adef69ab6a1fd2b3c0318cfbe82df238d,"[""13306"",""13307"",""13310"",""13311"",""13312"",""13313"",""13322"",""13401"",""13404"",""13406"",""13410"",""13414""]",5c05f984b484063b216dc3bd5086e26e2fdeae51eb36248eba6df6223c5be59a,12,True,20a38e91235cf82e4b1bd4d8a53acf88217828d1f39a7fa44e8b53dd15d3035f,262,12,6112.67194638,509.389328865,46,0.483212739,5.0,1286,0.057091047352
k12_p5,12,5,probability,5,fixed_seed_probability_5,nested_probability_5,k11_p5,13413,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k12_p05_20260908.csv,18abe67d927364b27f8c5d5f93fdc8ca6f8423f7c8f0966e7c6c4d9422b853da,18abe67d927364b27f8c5d5f93fdc8ca6f8423f7c8f0966e7c6c4d9422b853da,"[""13312"",""13316uwt"",""13317"",""13319"",""13320"",""13322"",""13402"",""13404"",""13407"",""13408"",""13410"",""13413""]",1ebdc96a7f02bd5853299be9dd2261e227cdabf9a16e3ce67bdf94c961e0c76c,12,True,60bd82f516c3fcabff260f7788bbd26c92227e56a557ab5d2881d4cceb9e0218,265,12,6652.37595609,554.364663007,46,0.447690963,7.0,1283,0.045769010863
k12_p6,12,6,probability,6,fixed_seed_probability_6,nested_probability_6,k11_p6,13303,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k12_p06_20260908.csv,8b8ec38fc2303f2aad71358fae7583c1c4fe009efeb1a147eb9eeebd93abacc6,8b8ec38fc2303f2aad71358fae7583c1c4fe009efeb1a147eb9eeebd93abacc6,"[""13302"",""13303"",""13307"",""13309"",""13310"",""13311"",""13320"",""13324t"",""13401"",""13407"",""13408"",""13409""]",5bcab15869bcc744d50c84efac12886861b368d5abb9f3faf95683643b4daf29,12,True,d52829378ea5ccaeb00071a413fbacfcd11f5acd03c0ce1af81fd92490536b34,270,12,5796.20295107,483.016912589,54,0.607904043,4.0,1278,0.058185322869
k13_p1,13,1,probability,1,fixed_seed_probability_1,nested_probability_1,k12_p1,13318,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k13_p01_20260908.csv,6dc56dc3deb893ef86905dad78343749875741c72c894621978a98fef2fefde0,6dc56dc3deb893ef86905dad78343749875741c72c894621978a98fef2fefde0,"[""13310"",""13312"",""13313"",""13318"",""13319"",""13324muw"",""13326"",""13402"",""13403"",""13404"",""13408"",""13409"",""13413""]",4ba6aa5380c96645ac1ce87eeb79cf0205ebbaac6bdc897830c7be85ec3c8584,13,True,957add371f52691c554a7317968a50ff0e216e30700f4d0318a616f8f45168d2,296,13,7275.21294118,559.631764706,46,0.435509533,7.0,1274,0.048236371965
k13_p2,13,2,probability,2,fixed_seed_probability_2,nested_probability_2,k12_p2,13411,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k13_p02_20260908.csv,de40d476444ee558c15ed360cac03fafbb262531c50acd90904346d40fd26729,de40d476444ee558c15ed360cac03fafbb262531c50acd90904346d40fd26729,"[""13302"",""13307"",""13310"",""13311"",""13312"",""13319"",""13320"",""13321"",""13324t"",""13404"",""13406"",""13411"",""13414""]",51cfc5c8f6bea60c994875fcbe639e85cc52a66c3c77c78a5fb7b6e4715b66df,13,True,e6049b66004a54a0de089683cedcee73605f050a68003033fc8698086c92105b,289,13,6266.84794588,482.065226606,50,0.530236597,4.0,1257,0.055891964629
k13_p3,13,3,probability,3,fixed_seed_probability_3,nested_probability_3,k12_p3,13318,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k13_p03_20260908.csv,23ea33b676cfbdcdd4f9f652106081ad60c87ba346a069110af7b007fbbf74b2,23ea33b676cfbdcdd4f9f652106081ad60c87ba346a069110af7b007fbbf74b2,"[""13301"",""13304"",""13307"",""13309"",""13316uwt"",""13318"",""13321"",""13323"",""13324t"",""13403"",""13411"",""13413"",""13414""]",ebfa43ee0763036541be92f7832dddfb49e502439b54ae4f61ef826e3538e908,13,True,04085aab668f0cc31416ce9066a62067171312cb97295a9df4d465609c107b41,267,13,5876.73596195,452.056612458,37,0.438250261,6.0,1257,0.054630959421
k13_p4,13,4,probability,4,fixed_seed_probability_4,nested_probability_4,k12_p4,13321,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k13_p04_20260908.csv,db2e9b7d742e42085640cc41c4dc2f5f20b14c594d1bf5ef3a6d589e7840524f,db2e9b7d742e42085640cc41c4dc2f5f20b14c594d1bf5ef3a6d589e7840524f,"[""13306"",""13307"",""13310"",""13311"",""13312"",""13313"",""13321"",""13322"",""13401"",""13404"",""13406"",""13410"",""13414""]",6820ba49fc6d2f7562690725490e51a4340dede412037bf9ef2e303221fa8a31,13,True,fd6fdd1ab27ed567a7440d0e4d07b0cca7a756b13eaa64073b7e90184cb7834a,284,13,6520.20494478,501.554226522,46,0.463987786,5.0,1286,0.054820086597
k13_p5,13,5,probability,5,fixed_seed_probability_5,nested_probability_5,k12_p5,13411,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k13_p05_20260908.csv,84499a0fdb9ba91d6fc5aab28dda6d361552386f3213e5deff276d84958df5c4,84499a0fdb9ba91d6fc5aab28dda6d361552386f3213e5deff276d84958df5c4,"[""13312"",""13316uwt"",""13317"",""13319"",""13320"",""13322"",""13402"",""13404"",""13407"",""13408"",""13410"",""13411"",""13413""]",d2bae7b1549f10b418da841c97f14da20201d58f299acf77f2a272969ea40e51,13,True,5516d8e40af6badb7cd22e2db8c71fb8e8320cfb513cb870dab9b69cedbb1c46,279,13,7241.98595259,557.075842507,46,0.453826288,7.0,1283,0.044042185606
k13_p6,13,6,probability,6,fixed_seed_probability_6,nested_probability_6,k12_p6,13312,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k13_p06_20260908.csv,2cad8983d65c0736155123b2b5e091dab66f9886a1a8aad574fbef3602d73a9d,2cad8983d65c0736155123b2b5e091dab66f9886a1a8aad574fbef3602d73a9d,"[""13302"",""13303"",""13307"",""13309"",""13310"",""13311"",""13312"",""13320"",""13324t"",""13401"",""13407"",""13408"",""13409""]",fa6a4d1fa298100b7d2fe23ecb9a1c292c4b7893ad217e1bbec23a00d8579f96,13,True,7b4f1080a2ddfe1c696a02d7704a1225c6fc3163475dbfacd8f0a010c5e6ffbf,316,13,6514.82394373,501.140303364,54,0.598862619,3.0,1278,0.059413301185
k14_p1,14,1,probability,1,fixed_seed_probability_1,nested_probability_1,k13_p1,13311,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k14_p01_20260908.csv,75f5d73b49599396552df68484abb8f8a52f037e4aa4be5b882749f1634a1b7d,75f5d73b49599396552df68484abb8f8a52f037e4aa4be5b882749f1634a1b7d,"[""13310"",""13311"",""13312"",""13313"",""13318"",""13319"",""13324muw"",""13326"",""13402"",""13403"",""13404"",""13408"",""13409"",""13413""]",a33df99d60f3582ea316cc0ee140f8dd196721e820cdd7d2d039d11bd7334b73,14,True,537683fc4100366ab95d766300701c974311acf0dfa44d21f5581daea33513ab,310,14,7541.16093728,538.654352663,46,0.443428136,7.0,1274,0.049003027456
k14_p2,14,2,probability,2,fixed_seed_probability_2,nested_probability_2,k13_p2,13303,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k14_p02_20260908.csv,ec5d12a3640e372e15eeec11cba6c26873d4fe14f4b18586c230dbe114189a00,ec5d12a3640e372e15eeec11cba6c26873d4fe14f4b18586c230dbe114189a00,"[""13302"",""13303"",""13307"",""13310"",""13311"",""13312"",""13319"",""13320"",""13321"",""13324t"",""13404"",""13406"",""13411"",""13414""]",5dd83038e7f58a4fa194d7c7334152c9fbe44655eba3a810cfd468255437837c,14,True,63b7cc07b6b7d06800d905248be1abaae96bed5e49bc4da86914f0489f5a53c3,343,14,6994.56694158,499.611924399,54,0.571376507,3.0,1260,0.058121494212
k14_p3,14,3,probability,3,fixed_seed_probability_3,nested_probability_3,k13_p3,13311,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k14_p03_20260908.csv,e2674adb1bdaa6c27aaab5a3aa12ab701f92000de2ef6ffeee8cf4aea3452e4a,e2674adb1bdaa6c27aaab5a3aa12ab701f92000de2ef6ffeee8cf4aea3452e4a,"[""13301"",""13304"",""13307"",""13309"",""13311"",""13316uwt"",""13318"",""13321"",""13323"",""13324t"",""13403"",""13411"",""13413"",""13414""]",8c70056cdf7d886d80e1671ff45681dc05a4c17855a3bf8a21e737c7a076c80a,14,True,633305912bbad4278dee1b8553566a46666244f166a481203438252c1e226df6,281,14,6142.68395805,438.763139861,37,0.440203598,6.0,1257,0.056888662938
k14_p4,14,4,probability,4,fixed_seed_probability_4,nested_probability_4,k13_p4,13325,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k14_p04_20260908.csv,93d38fb24919ea02967df026c60b43f0c815173ceb1c171c85211530b30ddd35,93d38fb24919ea02967df026c60b43f0c815173ceb1c171c85211530b30ddd35,"[""13306"",""13307"",""13310"",""13311"",""13312"",""13313"",""13321"",""13322"",""13325"",""13401"",""13404"",""13406"",""13410"",""13414""]",79946d6eb4a136e6fadd32f90569823c902404108c94e29cfb83d386312a30a4,14,True,ca12cf6168cb30ef5dc71a5944bead19e40708bff6872cf45787b29ab452aa27,326,14,7186.18593828,513.298995591,46,0.475014634,4.0,1286,0.055724398301
k14_p5,14,5,probability,5,fixed_seed_probability_5,nested_probability_5,k13_p5,13314,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k14_p05_20260908.csv,c34a7115263e90c40d314f64d3e0fe4ad39561eb88fa1cd07609d154699ebcda,c34a7115263e90c40d314f64d3e0fe4ad39561eb88fa1cd07609d154699ebcda,"[""13312"",""13314"",""13316uwt"",""13317"",""13319"",""13320"",""13322"",""13402"",""13404"",""13407"",""13408"",""13410"",""13411"",""13413""]",aa2eed48b596f5e9f482813bf8d84cb02663ebad9ca5cb0ac4613be40d015f99,14,True,c24ba1037c6b6d4dcdb056c74df00adb9c57d5dd106556dba9b174010cdf74ee,295,14,7519.96095205,537.140068004,46,0.45038845,7.0,1283,0.044828778969
k14_p6,14,6,probability,6,fixed_seed_probability_6,nested_probability_6,k13_p6,13308,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k14_p06_20260908.csv,a31c1bd84c5dfa84e66ed6b11849db87acd24a8217fe39c4b16e177105b53337,a31c1bd84c5dfa84e66ed6b11849db87acd24a8217fe39c4b16e177105b53337,"[""13302"",""13303"",""13307"",""13308"",""13309"",""13310"",""13311"",""13312"",""13320"",""13324t"",""13401"",""13407"",""13408"",""13409""]",1002e240ec95a77d0ad66e935e2c6a652f1d9679f4b7027048fcaf9a88722767,14,True,36cd9fb3ce4b3b91c28edd255885c0630fc28fe758160ebe4678cf9592341e11,347,14,7041.79294013,502.985210009,54,0.570204791,3.0,1278,0.059819093468
k15_p1,15,1,probability,1,fixed_seed_probability_1,nested_probability_1,k14_p1,13303,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k15_p01_20260908.csv,00e65586e3f6732d476adb184af9ae1c55f8d160798fbb629e47ebcaf5906390,00e65586e3f6732d476adb184af9ae1c55f8d160798fbb629e47ebcaf5906390,"[""13303"",""13310"",""13311"",""13312"",""13313"",""13318"",""13319"",""13324muw"",""13326"",""13402"",""13403"",""13404"",""13408"",""13409"",""13413""]",c694966729b5c64c06a9317c25d4061c843fa5e00b50d5c1dc992daf01116e11,15,True,496dbb6e5c73e3b7029badf10a6cdc8cb7a5c47f749237a3e2ced8b9c58f7e62,364,14,8268.87993298,551.258662199,54,0.50993925,5.0,1274,0.051509096964
k15_p2,15,2,probability,2,fixed_seed_probability_2,nested_probability_2,k14_p2,13325,data/scale_ladder/instances/nested_probability_k2_15_20260908/Practice_Custom_DutyUnion_k15_p02_20260908.csv,79c73bc74bdba12d53a76b79c4a6408bda71d2e444a1a95508800da95f5d9188,79c73bc74bdba12d53a76b79c4a6408bda71d2e444a1a95508800da95f5d9188,"[""13302"",""13303"",""13307"",""13310"",""13311"",""13312"",""13319"",""13320"",""13321"",""13324t"",""13325"",""13404"",""13406"",""13411"",""13414""]",e6613b3a1fbc3ffbc141440fc5861aa1bde8051ddca1a698e724f6034fb7635a,15,True,8fc248493f72b38f2a651e4975ccbb68d4f444339c6afc370c812d83bbddfab0,385,15,7660.54793508,510.703195672,54,0.553679484,3.0,1260,0.059577922078
