scale,candidate_rank,duties_json,duty_set_sha256,candidate_seed,selected_family,selected_role,trip_count,peak_concurrency_lb,service_kwh_total,service_kwh_per_duty,duty_trip_count_max,duty_trip_count_cv,scheduled_intertrip_gap_median_min,service_span_min
5,315,"[""13306"",""13326"",""13402"",""13410"",""13411""]",b906e8abc0c5a961e4a4a7a42252cf32f1a25726c4d04267e5286fe6c71d8d0f,2026090305,,,97,5,2758.03398311,551.606796622,30,0.299856486,7.0,1283
5,316,"[""13304"",""13308"",""13312"",""13316uwt"",""13405""]",a3588feea91e00a62cfb0d6feffe6f86fb56c641f248cc2230d5092709f7107e,2026090305,,,148,5,2698.44098034,539.688196068,46,0.392590244,3.0,1243
5,317,"[""13308"",""13315"",""13321"",""13323"",""13413""]",3f72ccab5f79f12ed87fdf27b09ca24b90ca25b7bb8092e47dcb48b1fb4fa5dd,2026090305,,,107,5,2150.17299036,430.034598072,31,0.420664577,3.0,1193
5,318,"[""13307"",""13309"",""13313"",""13401"",""13411""]",1d3c8364a457ee7fc1ce268aca3c4de284b6cccffb6bf1d87199eb8a5cfc9ce0,2026090305,,,100,5,2393.78597628,478.757195256,37,0.457165178,5.0,1185
5,319,"[""13312"",""13313"",""13318"",""13407"",""13412""]",f6368355f6ffd661b86c505c10ec4eff333fc84a0e8b694034ffbff598cd8e65,2026090305,,,148,5,3260.03296718,652.006593436,46,0.401785642,4.0,1192
5,320,"[""13304"",""13314"",""13315"",""13325"",""13402""]",4653a2673f0d04200632bc2b860a3a15efc6eb7ebfb322f0063d2d1c73cfb1f6,2026090305,,,143,5,2632.36898524,526.473797048,42,0.366449581,3.0,1272
5,321,"[""13301"",""13305"",""13314"",""13319"",""13410""]",b510ee147d0f87335311db78dd8ee2b33b07c7c0b7f527c06a2fc804a874b829,2026090305,,,124,5,2405.66498641,481.132997282,36,0.327979023,4.0,1268
5,322,"[""13308"",""13323"",""13325"",""13401"",""13403""]",6690554f47a8c352b602dd8a1b0d30d57b7fcb4679c75d14bb20f739956fecb7,2026090305,,,107,5,2445.4309828,489.08619656,42,0.605388215,5.0,1275
5,323,"[""13305"",""13312"",""13317"",""13401"",""13406""]",56e4cc3f0617a6e0a4b143b68fefbab45482fce545ac90a185656836a7e6826e,2026090305,,,139,5,2831.92497992,566.384995984,46,0.471977539,3.5,1259
5,324,"[""13324muw"",""13408"",""13409"",""13410"",""13411""]",82a1c29333796fec07cb5297c3c5386ddfbd92f951c2eab0d4eaa257277ea472,2026090305,,,74,5,2711.97398256,542.394796512,17,0.150480118,7.0,1217
5,325,"[""13310"",""13316m"",""13412"",""13413"",""13414""]",f3c110096992aa921ad86754321a4ab3b9965634d7ba9a36963e8436e7428651,2026090305,,,89,5,2545.49198272,509.098396544,24,0.269194349,7.0,1164
5,326,"[""13303"",""13309"",""13320"",""13325"",""13410""]",64517d9ae05ec35e5d4200ca4c73f98ba817a9351c972016a2c93879328f427c,2026090305,,,149,5,2679.3929787,535.87859574,54,0.520902226,3.0,1268
5,327,"[""13301"",""13309"",""13320"",""13410"",""13411""]",6f0c4452438d3697f373354b77bf26a0a6417315024e98530757787719e3e7c3,2026090305,,,103,5,2473.23798386,494.647596772,36,0.397465815,7.0,1268
5,328,"[""13316m"",""13404"",""13407"",""13409"",""13412""]",685d74760c370800853295a3311e0457e0eb712d7da8488b9edfa0dac01351cb,2026090305,,,89,5,3149.54398126,629.908796252,23,0.15241191,8.0,1236
5,329,"[""13308"",""13310"",""13323"",""13324muw"",""13414""]",c43cff924a56cc47258591fa334a88e6b680e0a6c6a4bc5e36db044e82dc4ddb,2026090305,,,92,5,1907.58198482,381.516396964,31,0.448953835,3.0,1067
5,330,"[""13305"",""13315"",""13316uwt"",""13317"",""13324muw""]",82a3f0a685bdc39c9dec38b229d5dfaaeb9f5dd84758ce53355fa6090df87186,2026090305,,,136,5,2115.15598814,423.031197628,37,0.265521619,2.0,1153
5,331,"[""13323"",""13404"",""13408"",""13411"",""13412""]",a476214f9bd3c2312f409c22fea2723687c55b182fed1ef4d59c63bb1c0649c2,2026090305,,,65,5,2558.4309854,511.68619708,17,0.243252128,8.0,1203
5,332,"[""13306"",""13309"",""13321"",""13404"",""13408""]",f59e40f624d0add137fa9dd79df1c425a515d720940ac764d5c0520aa0fefcc7,2026090305,,,102,5,2447.40298478,489.480596956,30,0.307849382,6.0,1229
5,333,"[""13406"",""13407"",""13408"",""13412"",""13413""]",0dd00973d2e06ef6553540a7288d61a9ae737c1b3efddf267b21b1a1aeeed6a5,2026090305,,,72,5,3032.279982,606.4559964,17,0.136082763,9.0,1213
5,334,"[""13306"",""13316uwt"",""13320"",""13324muw"",""13413""]",3642cffa5697a7a92962305e38e96b68d46c4a93136d00ecf7b171d9b06732fe,2026090305,,,99,5,2040.2309838,408.04619676,30,0.277364247,4.0,1072
5,335,"[""13302"",""13310"",""13319"",""13323"",""13324muw""]",60d4c93029b0e32ba13c599eb6ad5adb3729cbb53cf406374145af0c27bd344c,2026090305,,,126,5,2109.01697843,421.803395686,50,0.55634864,2.0,1257
5,336,"[""13302"",""13303"",""13305"",""13325"",""13326""]",77be8284dcd547f69aa78fc44008566b45f8f7a560fe128b6601d84e1fcd7c36,2026090305,structural,trip_heavy,197,5,2953.90097523,590.780195046,54,0.312749681,2.0,1260
5,337,"[""13307"",""13314"",""13319"",""13322"",""13401""]",13390debeb59c1202745202290fb0ab4ef9fdc2e0b367db7c8eb4f2b7baa6d48,2026090305,,,96,5,1886.89298793,377.378597586,27,0.318348058,4.0,1277
5,338,"[""13302"",""13303"",""13307"",""13314"",""13404""]",e16a50719c88d4932a156aab994d51791f7a0bbddfd160d3860c8cb2e654f230,2026090305,,,152,5,2746.49897914,549.299795828,54,0.582004488,2.0,1260
5,339,"[""13307"",""13309"",""13312"",""13320"",""13406""]",47d142868cb5896f992ad568b686015f062236c1b19efb4b825a4b9c71a134d9,2026090305,,,113,5,2213.91697998,442.783395996,46,0.532152084,3.5,1216
5,340,"[""13306"",""13316m"",""13318"",""13323"",""13405""]",15d3d0cbdcc8dcf1ef44b510bf2d9b382a36969eca2e256ca19ac39d30ce44d9,2026090305,,,107,5,2081.4739841,416.29479682,33,0.448792793,3.0,1216
5,341,"[""13302"",""13310"",""13314"",""13316uwt"",""13321""]",643b4dfa122ca972ddc5c864f939c3f257b9a88adfcb986b5075ce6c6c205623,2026090305,,,133,5,2225.08598214,445.017196428,50,0.450877123,3.0,1257
5,342,"[""13310"",""13311"",""13326"",""13403"",""13406""]",4e450974f051cb9f3ad6f547c5708d8e986fbe5efa5dc3e362766ed36b6b15ad,2026090305,,,87,5,2201.18198319,440.236396638,24,0.245450075,7.0,1136
5,343,"[""13309"",""13323"",""13325"",""13406"",""13414""]",71628474755f25db4161a9ddd697e002815652ea563a87e0253378beb0353c8f,2026090305,,,98,5,2306.9039833,461.38079666,42,0.616988427,5.0,1232
5,344,"[""13307"",""13326"",""13406"",""13409"",""13414""]",8f1129792e4cae84a3c8085d29e01f565d3d125b3053a5fcf5f5ef7cf3708b7a,2026090305,,,79,5,2411.96898545,482.39379709,21,0.193633652,7.0,1216
5,345,"[""13313"",""13319"",""13324muw"",""13404"",""13414""]",987805a4f15491aa6cfd2f6addb12f7f8c7b3b04cc2734fe243606f8891bac80,2026090305,,,110,5,2652.42697447,530.485394894,37,0.406557814,6.0,1254
5,346,"[""13301"",""13312"",""13313"",""13314"",""13320""]",10f417ec91b1bed38c4dbf94f9e4aee0a9b20fab5b84290829454b50c75a4080,2026090305,,,151,5,2519.46297514,503.892595028,46,0.400867442,3.0,1241
5,347,"[""13303"",""13315"",""13323"",""13324muw"",""13412""]",50bddf82203f0646d7c7d1a3cacebdf0cc58e71ef201d70dae59132d3e708f83,2026090305,,,125,5,2253.65398732,450.730797464,54,0.652380257,3.0,1208
5,348,"[""13314"",""13315"",""13318"",""13322"",""13408""]",cbfdea6f71efc9cef0aac910d9798b328273f785a219b1d27ca475802bf83989,2026090305,,,117,5,2094.72898888,418.945797776,33,0.365228387,3.0,1187
5,349,"[""13301"",""13302"",""13317"",""13320"",""13325""]",bb76024cccadd0fc9638bd3176c8ee0f90a758cac5c9d8de254a97a413fc9a9c,2026090305,,,181,5,2883.50997564,576.701995128,50,0.310770411,2.0,1260
5,350,"[""13307"",""13317"",""13323"",""13325"",""13409""]",4e7aa82928e8e7feb495221e804680a86df4dbfbe5f4aab084164db5b63c3fbb,2026090305,,,119,5,2371.69598324,474.339196648,42,0.557035745,3.0,1225
5,351,"[""13303"",""13313"",""13320"",""13408"",""13410""]",b1a55b1a455c2ee224ef3400e4137debde123761c6e04e5934fd3157278f9e17,2026090305,,,133,5,2747.64097436,549.528194872,54,0.617549149,3.0,1268
5,352,"[""13306"",""13307"",""13309"",""13310"",""13412""]",9488d4d07ab251949dcf785b55aeede833c4fbf73e1cfb3102200338a572251b,2026090305,,,106,5,2149.26098166,429.852196332,30,0.269157408,3.0,1178
5,353,"[""13312"",""13314"",""13317"",""13326"",""13413""]",023dafb49702c01b32c9aec7f7175f6d88877180a1050ebbef5b0998bb2849c0,2026090305,,,135,5,2558.56298427,511.712596854,46,0.457223685,3.0,1192
5,354,"[""13303"",""13313"",""13317"",""13324t"",""13403""]",c1995093e6ff668d74f1e5b6b56bae572c95486e33f13287db550f2d939853c8,2026090305,,,160,5,2872.97097411,574.594194822,54,0.453717285,3.0,1198
5,355,"[""13315"",""13318"",""13320"",""13403"",""13413""]",0008af44e07456880f8f63bfe26363adf029d3785c1532e00c9f62fcfd7aa0bd,2026090305,,,109,5,2449.18198372,489.836396744,33,0.384227369,4.5,1236
5,356,"[""13304"",""13312"",""13316m"",""13325"",""13411""]",a31ddf3af1f6121ca3022b8c4034c098d2dbbba0a029606e02d69cb44489a50c,2026090305,,,162,5,2890.16897704,578.033795408,46,0.371705413,3.0,1243
5,357,"[""13318"",""13319"",""13324muw"",""13408"",""13411""]",9ecf398e2d350a1cf98a1caca37dcdb5b902a679b062fa55e11d73155945417f,2026090305,,,102,5,2360.42698137,472.085396274,33,0.406123827,5.0,1208
5,358,"[""13307"",""13309"",""13313"",""13319"",""13322""]",c3b62a6fe36d49f708bfb635ccbc4e723109edd5870e01ffba9688f60380e38c,2026090305,,,127,5,2151.00097693,430.200195386,37,0.282368836,3.0,1227
5,359,"[""13311"",""13322"",""13324t"",""13401"",""13405""]",526ddfb7c4bec0c5322b9b7b877f517aa50d3a873570d16d623081b46c58bc51,2026090305,,,83,5,2026.06098373,405.212196746,26,0.308584301,7.0,874
5,360,"[""13302"",""13314"",""13316m"",""13320"",""13407""]",04b2ee02cc15b17d64c8ece50d2b0edd2f4e26af2848490df8806c16cc0572d0,2026090305,,,122,5,2402.54197998,480.508395996,50,0.535365764,4.0,1257
5,361,"[""13307"",""13310"",""13321"",""13402"",""13403""]",a132953e6180d20c1db1215e63e99568414a8fbf557a856a9c49ae3219a8703d,2026090305,,,92,5,2371.52398368,474.304796736,24,0.213553073,7.0,1249
5,362,"[""13308"",""13314"",""13316uwt"",""13317"",""13409""]",58a58a6cb10be349e62c30015fed9620ab77162b046b89da4f365f7a363600ab,2026090305,,,122,5,2461.57298704,492.314597408,37,0.337561644,4.0,1200
5,363,"[""13308"",""13316m"",""13317"",""13323"",""13325""]",8bb35304ee5ad860bdaccb05bf95eeaeaa3a9e4eeb88912337874eb0f24b3547,2026090305,,,141,5,2300.94598408,460.189196816,42,0.422804498,3.0,1216
5,364,"[""13303"",""13306"",""13308"",""13316m"",""13318""]",7a0fba84e4e4dd884ab3b73991471475a1ed8f78503aa2db64903c766d3d6478,2026090305,,,171,5,2631.5609803,526.31219606,54,0.305775824,2.5,1238
5,365,"[""13303"",""13313"",""13314"",""13317"",""13320""]",514ade7bf9b82064b9ed4f31a4c64be2c42f5a03a93d9fa6d2edadf66785f414,2026090305,,,160,5,2511.17697734,502.235395468,54,0.451992118,2.0,1198
5,366,"[""13305"",""13315"",""13324t"",""13405"",""13413""]",6031c0f57ef043bf16aa8109d8cdd8c7a39c47efdb951f28819b7259930ed1ae,2026090305,,,107,5,2359.12298573,471.824597146,31,0.355386044,4.0,1080
5,367,"[""13302"",""13303"",""13320"",""13326"",""13410""]",ec164a467fb4bc578dc8ac88a4cd5895015c4be7f5c4023511ecefbb21ecfb6f,2026090305,,,156,5,2747.40797759,549.481595518,54,0.549714528,3.0,1268
5,368,"[""13305"",""13306"",""13316m"",""13401"",""13410""]",a7d38cd4039ae385ac1077c8285383d0d5f7aa1f6b1e37da9b8aca882c35c1ee,2026090305,,,110,5,2415.87498348,483.174996696,30,0.338933671,5.0,1286
5,369,"[""13302"",""13303"",""13310"",""13323"",""13404""]",125b276528401361e2bc9ec76583386c573f7f51286e3a0567063a3ab035642e,2026090305,,,153,5,2781.38997722,556.277995444,54,0.59602683,2.0,1260
5,370,"[""13320"",""13322"",""13324muw"",""13403"",""13408""]",75acf4b8fc18709f669d8b92358c6e18826e21f3a5719623b14c4f0b2a7c822b,2026090305,,,84,5,2021.75798496,404.351596992,26,0.299754246,7.0,1007
5,371,"[""13307"",""13324t"",""13325"",""13401"",""13402""]",9c14b6004bdbd405924a66fccdc707fc58fb7a35c12b150383c52974575b2278,2026090305,,,104,5,2455.10398015,491.02079603,42,0.519052676,5.0,1275
5,372,"[""13313"",""13318"",""13324muw"",""13408"",""13414""]",b5cbdb40715dbf3e7900c08f362dbab4f2460ac5e3998cf4e2e40479b1e38bd0,2026090305,,,110,5,2474.56597408,494.913194816,37,0.494598928,4.0,1187
5,373,"[""13301"",""13303"",""13323"",""13406"",""13412""]",6299f91f89041a6fe5af6fb1453b4c58a894d9eb442e6dd6691cc59573aceb58,2026090305,,,127,5,2704.09498546,540.818997092,54,0.675331705,4.5,1208
5,374,"[""13308"",""13311"",""13316uwt"",""13324t"",""13401""]",4d6726f5924920d9d485973d88970c0650729de7c48473dff99ac6d46fdd0712,2026090305,,,96,5,1974.10498399,394.820996798,31,0.347673318,5.0,1126
5,375,"[""13316m"",""13318"",""13403"",""13411"",""13414""]",ae51c74edde6903f1cd6a3d829f6326dc8f1451bb91ab2240cceced692cff3b2,2026090305,,,96,5,2590.03498222,518.006996444,33,0.410633403,7.0,1236
5,376,"[""13317"",""13402"",""13405"",""13406"",""13414""]",45fb80dba332f042c5dd5461833bb6b01f0a271396f5b268e2b613ae049414a8,2026090305,,,93,5,2938.99098302,587.798196604,37,0.502738483,7.0,1192
5,377,"[""13307"",""13308"",""13319"",""13401"",""13409""]",6b49cabc17affdb5a8594a31c442aafc6c6aba598c2601fa08f03a42e8e626ba,2026090305,,,102,5,2460.67398307,492.134796614,31,0.358346409,7.0,1277
5,378,"[""13304"",""13308"",""13320"",""13407"",""13412""]",4d3a1135a406a3899e37a12d74439bfdc90a25de6b07777c1c2d8f8f780977ad,2026090305,,,116,5,2685.79298112,537.158596224,37,0.389746709,6.0,1243
5,379,"[""13324muw"",""13325"",""13326"",""13401"",""13406""]",15041ec0dda210afce23a3b7bc08244e914fa56d49dcc5c20669436124e81971,2026090305,,,106,5,2421.31098219,484.262196438,42,0.51100387,4.0,1275
5,380,"[""13304"",""13312"",""13324t"",""13406"",""13407""]",3e68b3b8a9e56541d22848064296fb3fd0bee60fe6bccfce0f2c9c445832d598,2026090305,,,132,5,2885.87397761,577.174795522,46,0.481880118,4.0,1243
5,381,"[""13301"",""13303"",""13314"",""13317"",""13326""]",e32ea21ab91f186e04587cdb80610c6691be90dbdd6df25fde14af8ee5c1b83d,2026090305,,,164,5,2533.48598867,506.697197734,54,0.408764043,3.0,1198
5,382,"[""13308"",""13310"",""13317"",""13324muw"",""13401""]",cb76844efeb131509d228cb0a64b170a5bce5e7827061717a1c21ad411f052c6,2026090305,,,121,5,2330.64198244,466.128396488,37,0.374554354,3.0,1195
5,383,"[""13301"",""13304"",""13404"",""13408"",""13410""]",41f0f67c5362d300ac844db895bdb521b56bef7976ca1e6e4182a8e3671ea9ec,2026090305,,,116,5,2955.26798398,591.053596796,37,0.475624628,7.0,1268
5,384,"[""13306"",""13312"",""13318"",""13324t"",""13325""]",0b21e83e3ee9a6eac60c50d4ec859424fe58ac4d7ce9f9fb74bdf305cd476e0b,2026090305,,,169,5,2707.59097293,541.518194586,46,0.290121909,2.0,1227
5,385,"[""13312"",""13315"",""13318"",""13325"",""13404""]",7378f32fb20222a652e1e3e1f2e94ea553beb8b21546101a708dfb1a3eb5c1b8,2026090305,,,169,5,3062.49297628,612.498595256,46,0.297863028,2.0,1252
5,386,"[""13302"",""13303"",""13304"",""13311"",""13410""]",b542fb7bcb1b28f94e7bac104a9fcc8b845c7f784e368e028509be188d4d8d90,2026090305,,,170,5,2944.14197508,588.828395016,54,0.496701925,2.0,1268
5,387,"[""13308"",""13320"",""13325"",""13407"",""13409""]",e8f3fdf687e312cbadd27027f9fcce50f12f3f88f10205c5fda7aefa744dc779,2026090305,,,123,5,2890.770978,578.1541956,42,0.41978311,5.0,1216
5,388,"[""13309"",""13314"",""13409"",""13411"",""13414""]",a337282ed1b88653385a8df72a234a610a48c3d00c5a242aafbdc1b2b63966db,2026090305,,,81,5,2477.74698586,495.549397172,22,0.208053081,7.0,1189
5,389,"[""13301"",""13308"",""13401"",""13403"",""13410""]",787978bd8b3537c7a815dc4f91dce42e52550d9b5049134b727ead2297874f38,2026090305,,,108,5,2851.23398376,570.246796752,36,0.457935667,7.0,1286
5,390,"[""13313"",""13317"",""13324muw"",""13405"",""13408""]",e842a60cf5dd98bcf6788264e1da21283d029ec525e028a4f93ed3098050d450,2026090305,,,115,5,2561.36597614,512.273195228,37,0.504047887,4.0,1155
5,391,"[""13302"",""13306"",""13308"",""13319"",""13403""]",53b66b90feacf6742c958610e682e6a1d32ea0c5f2596d80771f6a3e347a797d,2026090305,,,152,5,2821.80097589,564.360195178,50,0.379417654,3.0,1258
5,392,"[""13308"",""13309"",""13311"",""13314"",""13412""]",9ac5ad8c6e8cf01d3037495392e691c9d7af803ad4e45d38e6b947cca0799136,2026090305,,,98,5,2090.67398486,418.134796972,31,0.32364799,6.0,1167
5,393,"[""13304"",""13313"",""13407"",""13409"",""13412""]",10d85a21b3fe1c28e3d7dd3adc11792160ec35cb93a7292f10eb92c061b7c735,2026090305,,,123,5,3268.27397268,653.654794536,37,0.412636668,7.0,1243
5,394,"[""13305"",""13306"",""13319"",""13402"",""13412""]",c8a74f83c808f669e6414bf3f4caf5e4635df1c7f4413e717f8017882ea42862,2026090305,,,119,5,2717.53298107,543.506596214,30,0.272818203,5.0,1274
5,395,"[""13304"",""13307"",""13318"",""13404"",""13409""]",9f2dd6bffbce864e616fe53bee4eebdb9fb515f1f510b107d09d1aa93f4383a1,2026090305,,,119,5,2765.4969804,553.09939608,37,0.389103761,6.0,1252
5,396,"[""13301"",""13307"",""13322"",""13405"",""13409""]",0fb94d776f6a2873f0ad261c11929ecda1e61c23f2228ebceeb157886ac003e9,2026090305,,,107,5,2504.27098548,500.854197096,36,0.399361881,7.0,1241
5,397,"[""13306"",""13315"",""13316uwt"",""13318"",""13320""]",459e03b81b9c776a3eab11ca7285f4c66473efbead6f0c20e3f6771a0864b442,2026090305,,,131,5,2058.63798486,411.727596972,33,0.250167475,3.0,1208
5,398,"[""13302"",""13320"",""13324muw"",""13407"",""13410""]",26ead5fa0172fa3b95a07dfbdd43f084360fffec229a74a516b7fe90e87d7dcc,2026090305,,,115,5,2696.98697532,539.397395064,50,0.587841523,5.0,1265
5,399,"[""13301"",""13313"",""13402"",""13405"",""13411""]",54b7918a21bfdc862a2633f217c14b90f46d57d030ecece24cfa3c0b885d2f9a,2026090305,,,117,5,3110.01597542,622.003195084,37,0.460746392,7.0,1182
5,400,"[""13302"",""13304"",""13313"",""13323"",""13409""]",fb2ff5f780b12c501471b6ee2b8cf4e5cd648c2a6da5e598d4c73a264c6349df,2026090305,,,149,5,2851.98697124,570.397394248,50,0.509094799,3.0,1257
5,401,"[""13308"",""13316uwt"",""13318"",""13326"",""13403""]",1d4d78d2698a3ff1a2d9dd2addab7c980e39afc73d22da06f4bde5ec317029e8,2026090305,,,120,5,2361.10398415,472.22079683,33,0.293446948,3.0,1236
5,402,"[""13316m"",""13326"",""13404"",""13406"",""13412""]",f8028894ee0053dc1d30d41357a72e09729cb41de17b68e15d723444088d553e,2026090305,,,90,5,2656.54998489,531.309996978,23,0.19245009,7.0,1203
5,403,"[""13314"",""13318"",""13319"",""13325"",""13414""]",d40be2894810f519451c7a42636ba9611bcbd48c2d3ec322ab4a69ae6c03f32c,2026090305,,,130,5,2445.46898077,489.093796154,42,0.422026668,3.0,1199
5,404,"[""13320"",""13322"",""13402"",""13405"",""13406""]",5fb12be89ee05b3fd6e190c5ecc7f662931477de8317ce2f37fd84bf2a7df17c,2026090305,,,86,5,2510.5239834,502.10479668,26,0.268702791,7.0,1153
5,405,"[""13301"",""13311"",""13401"",""13405"",""13406""]",367bc3da8018d3d2acb2034fd31ad44d3e1f7e6531a97b915dc59ca8a565fb74,2026090305,,,89,5,2505.98298396,501.196596792,36,0.512930886,7.0,1179
5,406,"[""13313"",""13321"",""13323"",""13326"",""13412""]",bf27d545c84e9fdf24d78b7d0802043552193eda73b237bf3a956320b125f5bb,2026090305,,,103,5,2204.69098099,440.938196198,37,0.466221639,4.0,1162
5,407,"[""13301"",""13303"",""13305"",""13403"",""13414""]",2ce45cf90d7b4c4312d059034f6e579262dc5a72de98318b2e31f4eb0b5d897b,2026090305,,,146,5,2858.4069838,571.68139676,54,0.52806398,3.0,1198
5,408,"[""13319"",""13322"",""13401"",""13405"",""13412""]",41729ce8d333def7de003ec80b4412aa0736995f1067199ca406b5a2eeb18f10,2026090305,,,93,5,2536.03498365,507.20699673,27,0.351071564,7.0,1277
5,409,"[""13305"",""13310"",""13311"",""13314"",""13321""]",afc376a6f7cbd7cb4ec642bfb86d2905432db78db93c7d49e9952c2c1dd0b975,2026090305,,,106,5,1795.92698616,359.185397232,30,0.270805662,3.0,1210
5,410,"[""13304"",""13305"",""13308"",""13320"",""13323""]",29544f866954824aefb41dc53900bc2f3b84ffd13d350f8c99b993088ba242e7,2026090305,,,122,5,1934.13698576,386.827397152,37,0.438811764,3.0,1243
5,411,"[""13304"",""13321"",""13324muw"",""13405"",""13406""]",bf9f54232a976e08811a3161d19647cb822d1b58091f87daec2666cd922f20f7,2026090305,,,103,5,2401.28998458,480.257996916,37,0.426079772,6.5,1243
5,412,"[""13304"",""13312"",""13317"",""13402"",""13406""]",13409931972dfcdbfde4d3e74c7065c5175bbf6316e98ad898d328b07d81ba78,2026090305,,,151,5,3151.1249788,630.22499576,46,0.413257769,3.0,1272
5,413,"[""13302"",""13303"",""13308"",""13326"",""13413""]",4df4c755d76ad0d86bd57f59aae4e35452a22525b9669aeb2fda6c81947c6ae3,2026090305,,,171,5,3009.23597789,601.847195578,54,0.451997985,3.0,1260
5,414,"[""13301"",""13302"",""13303"",""13309"",""13318""]",a16b9b407812757b0c1b5a8bde340e397d51bda687dd14b1aa28e1180016aa40,2026090305,structural,tight_gap,195,5,3022.70897558,604.541795116,54,0.299023174,2.0,1260
5,415,"[""13302"",""13312"",""13324t"",""13410"",""13414""]",fc3cd98d83cc8805beb29fc59221797f962d6404439c07c0baf7bd6140238674,2026090305,,,141,5,2944.54297265,588.90859453,50,0.578959763,3.5,1265
5,416,"[""13304"",""13315"",""13324muw"",""13409"",""13411""]",1b31a8c98b1d008429a69e76d2cca68f3ea1a1ff14ef88cd20dcfc5ca9c27003,2026090305,,,116,5,2589.05698534,517.811397068,37,0.391648851,4.0,1243
5,417,"[""13309"",""13314"",""13321"",""13406"",""13407""]",9a46a8286066cda0b218be5bfcd889bef1c3dcefe227edbf3c90a19051c2c138,2026090305,,,91,5,2379.12998676,475.825997352,22,0.178550295,7.0,1213
5,418,"[""13404"",""13405"",""13407"",""13410"",""13411""]",ecd5998f5c1eeb8e85687502a28dd89b6718bd206ef21250c79a36cacc0964cf,2026090305,,,76,5,3199.9699805,639.9939961,17,0.105263158,7.0,1263
5,419,"[""13316uwt"",""13405"",""13406"",""13413"",""13414""]",285cc8bfd598a068d5fa6289c271ed30418cfc5814b84152a7f2d59575fba321,2026090305,,,75,5,2633.94798466,526.789596932,21,0.210818511,7.0,1116
5,420,"[""13301"",""13304"",""13307"",""13312"",""13326""]",95b875beb7e56355727270ac4d223d14e86c88dd3a893efb0536ab15e951a997,2026090305,,,155,5,2463.19798309,492.639596618,46,0.365528141,2.5,1257
5,421,"[""13313"",""13315"",""13320"",""13321"",""13405""]",68f911766d14f54fd4b1f5cb89ff948c723a845290ea1b469e7608deeb4fb4d0,2026090305,,,119,5,2305.64497972,461.128995944,37,0.378990665,3.0,1212
5,422,"[""13304"",""13309"",""13315"",""13316uwt"",""13401""]",dec5fa29d2305ef3a594182c77feffaada63ead65f565daebd10455325eefc28,2026090305,,,123,5,2225.63298834,445.126597668,37,0.351196928,3.0,1275
5,423,"[""13301"",""13318"",""13325"",""13407"",""13412""]",22a5997a284a4b87a988c1689775c0f40f4a31232800cd162425c13fe989efaa,2026090305,,,143,5,3146.30697732,629.261395464,42,0.374370876,4.0,1257
5,424,"[""13310"",""13317"",""13323"",""13404"",""13407""]",b876b73a0e3aab9995c34c3edf5a30c7474ffaa2dc80605b1c2059d35e30c0e6,2026090305,,,103,5,2576.65998338,515.331996676,37,0.468239051,6.0,1233
5,425,"[""13302"",""13303"",""13312"",""13323"",""13411""]",66150fd280d28c38e81d8921a4b90f225e7a35b5d8bf9e25f5f98cf37d497c07,2026090305,,,172,5,2966.57297492,593.314594984,54,0.562963648,2.0,1260
5,426,"[""13301"",""13316m"",""13317"",""13320"",""13410""]",0be2a6f6b4eb3ebef844b3fa93919f1cb595a21fbbd4aaa4da7858b9c7b58f94,2026090305,,,127,5,2445.69098524,489.138197048,37,0.373165216,4.0,1268
5,427,"[""13315"",""13319"",""13321"",""13322"",""13403""]",28f6d447fa4290708c37997feb8e639e05460a90eb104a3fe6729d76817a4fe1,2026090305,,,120,5,2275.41798871,455.083597742,31,0.240081005,3.0,1257
5,428,"[""13305"",""13307"",""13309"",""13318"",""13323""]",1b708fbc5a5e4b685fbdc0459f9725be2fbd889a4c38a16a1ed6f252a2b17e40,2026090305,,,108,5,1770.50998482,354.101996964,33,0.428934623,3.0,1214
5,429,"[""13301"",""13308"",""13326"",""13405"",""13406""]",9df0a463dccbeb1e5a8157aac674a2228bfe243ab25b7d9a648653596a7e5c67,2026090305,,,115,5,2610.92998589,522.185997178,36,0.397534937,7.0,1161
5,430,"[""13309"",""13325"",""13408"",""13411"",""13414""]",77979c3503a61cca7d12907e30ddb8ab4b670f1f6b2fa41c9154628a9cf3a2bb,2026090305,,,101,5,2613.0629814,522.61259628,42,0.572547814,6.0,1206
5,431,"[""13304"",""13305"",""13316m"",""13406"",""13414""]",c88a016cb39e38eb2b3a465a50bfc684428a5ac6d394b44aa8380c6566d68faa,2026090305,,,116,5,2448.70998462,489.741996924,37,0.4074587,6.0,1243
5,432,"[""13313"",""13325"",""13402"",""13404"",""13411""]",7bdaff5066044a3606c961ccc74045751652fc6f8fd4b37f2474e2ce6a581058,2026090305,,,127,5,3347.29197056,669.458394112,42,0.459535007,6.0,1272
5,433,"[""13308"",""13309"",""13316uwt"",""13322"",""13323""]",05579fc43c40b208bd4137feb1384d2611208cac8d60d2bdeaa356b388e972ce,2026090305,,,108,5,1824.19298866,364.838597732,31,0.354522032,3.0,1067
5,434,"[""13301"",""13402"",""13405"",""13407"",""13408""]",c4c31337b59bd328a7dd9b02584f95434ede22f4a6b29a4c23c8b225949104f7,2026090305,,,94,5,3040.60498336,608.120996672,36,0.473852286,7.0,1253
